minute,player,outcome,is_goal,delivery,match_number,team,header
27,Ryan GRAVENBERCH Deflected,Off Target,0,Pass,58,Netherlands,IN POSSESSION
28,Donyell MALEN,Off Target,0,Corner,58,Netherlands,IN POSSESSION
29,Cody GAKPO,Incomplete,0,Cross,58,Netherlands,IN POSSESSION
29,Denzel DUMFRIES Deflected,Off Target,0,Pass,58,Netherlands,IN POSSESSION
30,Donyell MALEN,Incomplete,0,Loose Ball,58,Netherlands,IN POSSESSION
38,Ryan GRAVENBERCH,Off Target,0,Pass,58,Netherlands,IN POSSESSION
41,Brian BROBBEY,Incomplete - Blocked,0,Pass,58,Netherlands,IN POSSESSION
50,Denzel DUMFRIES,On Target - Goal,1,Loose Ball,58,Netherlands,IN POSSESSION
60,Cody GAKPO,Incomplete - Blocked,0,Pass,58,Netherlands,IN POSSESSION
61,Jan Paul VAN HECKE Deflected,On Target - Goal,1,Corner,58,Netherlands,IN POSSESSION
65,Tijjani REIJNDERS,Off Target,0,Loose Ball,58,Netherlands,IN POSSESSION
65,Denzel DUMFRIES,Incomplete,0,Loose Ball,58,Netherlands,IN POSSESSION
67,Tijjani REIJNDERS,On Target - Saved,0,Other,58,Netherlands,IN POSSESSION
77,Virgil VAN DIJK,On Target - Saved,0,Freekick,58,Netherlands,IN POSSESSION
79,Nathan AKE,Off Target,0,Pass,58,Netherlands,IN POSSESSION
9,Arda GULER,On Target - Goal,1,Pass,59,Türkiye,IN POSSESSION
30,Orkun KOKCU,Incomplete,0,Cross,59,Türkiye,IN POSSESSION
39,Abdulkerim BARDAKCI Deflected,Off Target,0,Pass,59,Türkiye,IN POSSESSION
42,Kenan YILDIZ Deflected,Off Target,0,Pass,59,Türkiye,IN POSSESSION
71,Kenan YILDIZ,Off Target,0,Pass,59,Türkiye,IN POSSESSION
80,Orkun KOKCU,Off Target,0,Pass,59,Türkiye,IN POSSESSION
97,Can UZUN,Incomplete - Blocked,0,Loose Ball,59,Türkiye,IN POSSESSION
97,Kaan AYHAN,On Target - Goal,1,Loose Ball,59,Türkiye,IN POSSESSION
0,Giovanni REYNA Deflected,Off Target,0,Loose Ball,59,USA,IN POSSESSION
2,Auston TRUSTY,On Target - Goal,1,Corner,59,USA,IN POSSESSION
12,Brenden AARONSON,Incomplete - Blocked,0,Pass,59,USA,IN POSSESSION
12,Brenden AARONSON,On Target - Saved,0,Loose Ball,59,USA,IN POSSESSION
28,Miles ROBINSON,Incomplete - Blocked,0,Corner,59,USA,IN POSSESSION
44,Weston McKENNIE,On Target - Saved,0,Pass,59,USA,IN POSSESSION
47,Auston TRUSTY,Off Target,0,Corner,59,USA,IN POSSESSION
48,Sebastian BERHALTER,On Target - Goal,1,Loose Ball,59,USA,IN POSSESSION
61,Christian PULISIC,On Target - Saved,0,Pass,59,USA,IN POSSESSION
61,Brenden AARONSON,Off Target,0,Other,59,USA,IN POSSESSION
62,Ricardo PEPI,Incomplete,0,Cross,59,USA,IN POSSESSION
62,Christian PULISIC,On Target - Saved,0,Loose Ball,59,USA,IN POSSESSION
62,Weston McKENNIE Deflected,Off Target,0,Cross,59,USA,IN POSSESSION
65,Weston McKENNIE,Off Target,0,Corner,59,USA,IN POSSESSION
76,Christian PULISIC,Off Target,0,Pass,59,USA,IN POSSESSION
92,Alex ZENDEJAS,Incomplete - Blocked,0,Pass,59,USA,IN POSSESSION
94,Ricardo PEPI,Incomplete - Blocked,0,Pass,59,USA,IN POSSESSION
37,Gabriel AVALOS,Off Target,0,Pass,60,Paraguay,IN POSSESSION
45,Juan Jose CACERES,Off Target,0,Loose Ball,60,Paraguay,IN POSSESSION
47,Andres CUBAS,Off Target,0,Loose Ball,60,Paraguay,IN POSSESSION
81,Julio ENCISO,Off Target,0,Pass,60,Paraguay,IN POSSESSION
92,MAURICIO,On Target - Saved,0,Pass,60,Paraguay,IN POSSESSION
3,Jackson IRVINE,On Target - Saved,0,Loose Ball,60,Australia,IN POSSESSION
9,Aiden ONEILL,Off Target,0,Loose Ball,60,Australia,IN POSSESSION
22,Connor METCALFE,Incomplete - Blocked,0,Pass,60,Australia,IN POSSESSION
35,Jordan BOS,On Target - Saved,0,Pass,60,Australia,IN POSSESSION
46,Cristian VOLPATO,On Target - Saved,0,Pass,60,Australia,IN POSSESSION
47,Jackson IRVINE,Off Target,0,Cross,60,Australia,IN POSSESSION
58,Nestory IRANKUNDA,Off Target,0,Other,60,Australia,IN POSSESSION
59,Nestory IRANKUNDA,Incomplete - Blocked,0,Loose Ball,60,Australia,IN POSSESSION
60,Ajdin HRUSTIC Deflected,Off Target,0,Pass,60,Australia,IN POSSESSION
92,Tete YENGI,On Target - Saved,0,Pass,60,Australia,IN POSSESSION
10,Kristian THORSTVEDT,On Target - Saved,0,Loose Ball,61,Norway,IN POSSESSION
13,Jorgen STRAND LARSEN,Off Target,0,Pass,61,Norway,IN POSSESSION
18,Thelo AASGAARD Deflected,Off Target,0,Pass,61,Norway,IN POSSESSION
20,Thelo AASGAARD,On Target - Goal,1,Pass,61,Norway,IN POSSESSION
49,Jorgen STRAND LARSEN,On Target - Saved,0,Penalty,61,Norway,IN POSSESSION
54,Leo OSTIGARD,Off Target,0,Corner,61,Norway,IN POSSESSION
71,Oscar BOBB,On Target - Saved,0,Pass,61,Norway,IN POSSESSION
78,Patrick BERG,Incomplete - Blocked,0,Pass,61,Norway,IN POSSESSION
86,Fredrik AURSNES,Off Target,0,Loose Ball,61,Norway,IN POSSESSION
0,Kylian MBAPPE,On Target - Saved,0,Pass,61,France,IN POSSESSION
3,Manu KONE,On Target - Saved,0,Loose Ball,61,France,IN POSSESSION
4,Desire DOUE Deflected,On Target - Saved,0,Pass,61,France,IN POSSESSION
6,Ousmane DEMBELE,On Target - Goal,1,Pass,61,France,IN POSSESSION
7,Desire DOUE,On Target - Saved,0,Other,61,France,IN POSSESSION
12,Michael OLISE,Incomplete - Blocked,0,Pass,61,France,IN POSSESSION
16,Kylian MBAPPE,On Target - Saved,0,Pass,61,France,IN POSSESSION
19,Ousmane DEMBELE,On Target - Goal,1,Pass,61,France,IN POSSESSION
22,Michael OLISE,Incomplete - Blocked,0,Cross,61,France,IN POSSESSION
22,Desire DOUE,Incomplete - Blocked,0,Pass,61,France,IN POSSESSION
23,Theo HERNANDEZ,Off Target,0,Pass,61,France,IN POSSESSION
31,Ousmane DEMBELE,On Target - Goal,1,Pass,61,France,IN POSSESSION
34,Aurelien TCHOUAMENI,Off Target,0,Pass,61,France,IN POSSESSION
45,Michael OLISE,Off Target,0,Pass,61,France,IN POSSESSION
55,Kylian MBAPPE,Off Target,0,Pass,61,France,IN POSSESSION
91,Theo HERNANDEZ,Off Target,0,Pass,61,France,IN POSSESSION
93,Desire DOUE,On Target - Goal,1,Cross,61,France,IN POSSESSION
2,Idrissa Gana GUEYE Deflected,Off Target,0,Other,62,Senegal,IN POSSESSION
3,Abdoulaye SECK,Incomplete,0,Corner,62,Senegal,IN POSSESSION
13,Sadio MANE Deflected,On Target - Saved,0,Freekick,62,Senegal,IN POSSESSION
13,Abdoulaye SECK,Off Target,0,Pass,62,Senegal,IN POSSESSION
16,Ismaila SARR,Off Target,0,Loose Ball,62,Senegal,IN POSSESSION
32,Ismail JAKOBS,Off Target,0,Pass,62,Senegal,IN POSSESSION
45,Sadio MANE,Off Target,0,Pass,62,Senegal,IN POSSESSION
46,Moussa NIAKHATE,Incomplete,0,Corner,62,Senegal,IN POSSESSION
50,Lamine CAMARA,Off Target,0,Loose Ball,62,Senegal,IN POSSESSION
45,Habib DIARRA,Off Target,0,Pass,62,Senegal,IN POSSESSION
50,Sadio MANE,Off Target,0,Cross,62,Senegal,IN POSSESSION
55,Ismaila SARR,On Target - Goal,1,Pass,62,Senegal,IN POSSESSION
58,Pape GUEYE,On Target - Goal,1,Pass,62,Senegal,IN POSSESSION
60,Pape GUEYE Deflected,Off Target,0,Pass,62,Senegal,IN POSSESSION
70,Pape GUEYE,On Target - Goal,1,Pass,62,Senegal,IN POSSESSION
73,Pape GUEYE,Incomplete - Blocked,0,Pass,62,Senegal,IN POSSESSION
73,Krepin DIATTA,Off Target,0,Pass,62,Senegal,IN POSSESSION
76,Nicolas JACKSON,Incomplete - Blocked,0,Cross,62,Senegal,IN POSSESSION
78,Pathe CISS,On Target - Saved,0,Pass,62,Senegal,IN POSSESSION
78,Nicolas JACKSON,On Target - Saved,0,Pass,62,Senegal,IN POSSESSION
81,Iliman NDIAYE,On Target - Goal,1,Pass,62,Senegal,IN POSSESSION
85,Sadio MANE,Incomplete - Blocked,0,Pass,62,Senegal,IN POSSESSION
87,Pape GUEYE Deflected,Off Target,0,Pass,62,Senegal,IN POSSESSION
90,Nicolas JACKSON,On Target - Saved,0,Freekick,62,Senegal,IN POSSESSION
91,Pape GUEYE,On Target - Saved,0,Loose Ball,62,Senegal,IN POSSESSION
19,ALI JASIM,Incomplete - Blocked,0,Freekick,62,Iraq,IN POSSESSION
19,ALI JASIM Deflected,Off Target,0,Other,62,Iraq,IN POSSESSION
40,MERCHAS DOSKI,Incomplete - Blocked,0,Pass,62,Iraq,IN POSSESSION
40,ALI JASIM,Incomplete - Blocked,0,Loose Ball,62,Iraq,IN POSSESSION
52,ALI JASIM,On Target - Saved,0,Other,62,Iraq,IN POSSESSION
4,MOHAMED SALAH Deflected,Off Target,0,Pass,63,Egypt,IN POSSESSION
4,MAHMOUD SABER Deflected,On Target - Goal,1,Loose Ball,63,Egypt,IN POSSESSION
16,MOSTAFA ZICO,Off Target,0,Cross,63,Egypt,IN POSSESSION
20,MOHAMED HANY Deflected,Off Target,0,Pass,63,Egypt,IN POSSESSION
29,TREZEGUET,On Target - Saved,0,Pass,63,Egypt,IN POSSESSION
38,MAHMOUD SABER,Off Target,0,Loose Ball,63,Egypt,IN POSSESSION
40,TREZEGUET,Incomplete - Blocked,0,Loose Ball,63,Egypt,IN POSSESSION
48,MAHMOUD SABER,Off Target,0,Pass,63,Egypt,IN POSSESSION
48,TREZEGUET,On Target - Saved,0,Pass,63,Egypt,IN POSSESSION
51,TREZEGUET Deflected,Off Target,0,Pass,63,Egypt,IN POSSESSION
51,MOHANAD LASHIN,Off Target,0,Corner,63,Egypt,IN POSSESSION
71,TREZEGUET,Incomplete,0,Corner,63,Egypt,IN POSSESSION
83,MOHANAD LASHIN,Off Target,0,Other,63,Egypt,IN POSSESSION
10,Mehdi TAREMI,On Target - Saved,0,Penalty,63,IR Iran,IN POSSESSION
10,Saman GHODDOS,Incomplete,0,Loose Ball,63,IR Iran,IN POSSESSION
13,Ramin REZAEIAN,On Target - Goal,1,Other,63,IR Iran,IN POSSESSION
33,Ramin REZAEIAN,Off Target,0,Loose Ball,63,IR Iran,IN POSSESSION
45,Shoja KHALILZADEH,Off Target,0,Cross,63,IR Iran,IN POSSESSION
46,Saeid EZATOLAHI,Off Target,0,Pass,63,IR Iran,IN POSSESSION
54,Saman GHODDOS,Incomplete - Blocked,0,Loose Ball,63,IR Iran,IN POSSESSION
75,Mohammad GHORBANI,Incomplete - Blocked,0,Loose Ball,63,IR Iran,IN POSSESSION
92,Mohammad GHORBANI,Incomplete,0,Loose Ball,63,IR Iran,IN POSSESSION
96,Mehdi TAREMI,Incomplete - Blocked,0,Pass,63,IR Iran,IN POSSESSION
96,Ramin REZAEIAN Deflected,Off Target,0,Pass,63,IR Iran,IN POSSESSION
96,Saeid EZATOLAHI,Off Target,0,Cross,63,IR Iran,IN POSSESSION
54,Elijah JUST,On Target - Saved,0,Pass,64,New Zealand,IN POSSESSION
54,Tim PAYNE,Incomplete - Blocked,0,Other,64,New Zealand,IN POSSESSION
58,Jesse RANDALL,Off Target,0,Loose Ball,64,New Zealand,IN POSSESSION
75,Elijah JUST Deflected,Off Target,0,Pass,64,New Zealand,IN POSSESSION
75,Tyler BINDON,Off Target,0,Corner,64,New Zealand,IN POSSESSION
83,Elijah JUST,On Target - Goal,1,Loose Ball,64,New Zealand,IN POSSESSION
3,Youri TIELEMANS,Off Target,0,Pass,64,Belgium,IN POSSESSION
10,Leandro TROSSARD,Off Target,0,Pass,64,Belgium,IN POSSESSION
11,Brandon MECHELE,Incomplete - Blocked,0,Pass,64,Belgium,IN POSSESSION
11,Kevin DE BRUYNE,On Target - Saved,0,Pass,64,Belgium,IN POSSESSION
15,Leandro TROSSARD,Incomplete - Blocked,0,Loose Ball,64,Belgium,IN POSSESSION
15,Jeremy DOKU,On Target - Saved,0,Pass,64,Belgium,IN POSSESSION
18,Leandro TROSSARD,Incomplete - Blocked,0,Pass,64,Belgium,IN POSSESSION
27,Leandro TROSSARD Deflected,On Target - Goal,1,Loose Ball,64,Belgium,IN POSSESSION
30,Hans VANAKEN,Incomplete - Blocked,0,Cross,64,Belgium,IN POSSESSION
41,Kevin DE BRUYNE,Off Target,0,Pass,64,Belgium,IN POSSESSION
42,Charles DE KETELAERE,On Target - Saved,0,Pass,64,Belgium,IN POSSESSION
44,Leandro TROSSARD,Incomplete - Blocked,0,Loose Ball,64,Belgium,IN POSSESSION
46,Hans VANAKEN Deflected,Off Target,0,Pass,64,Belgium,IN POSSESSION
46,Arthur THEATE,Incomplete,0,Other,64,Belgium,IN POSSESSION
47,Timothy CASTAGNE,Off Target,0,Cross,64,Belgium,IN POSSESSION
46,Kevin DE BRUYNE,Off Target,0,Pass,64,Belgium,IN POSSESSION
49,Leandro TROSSARD,On Target - Goal,1,Loose Ball,64,Belgium,IN POSSESSION
59,Arthur THEATE,Incomplete,0,Corner,64,Belgium,IN POSSESSION
60,Kevin DE BRUYNE Deflected,Off Target,0,Pass,64,Belgium,IN POSSESSION
61,Arthur THEATE,On Target - Saved,0,Loose Ball,64,Belgium,IN POSSESSION
61,Kevin DE BRUYNE Deflected,Off Target,0,Loose Ball,64,Belgium,IN POSSESSION
64,Matias FERNANDEZPARDO,Off Target,0,Pass,64,Belgium,IN POSSESSION
65,Kevin DE BRUYNE,Incomplete - Blocked,0,Pass,64,Belgium,IN POSSESSION
65,Kevin DE BRUYNE,On Target - Goal,1,Loose Ball,64,Belgium,IN POSSESSION
73,Matias FERNANDEZPARDO,Incomplete - Blocked,0,Pass,64,Belgium,IN POSSESSION
73,Amadou ONANA,Incomplete - Blocked,0,Loose Ball,64,Belgium,IN POSSESSION
77,Maxim DE CUYPER,Off Target,0,Freekick,64,Belgium,IN POSSESSION
80,Alexis SAELEMAEKERS,Off Target,0,Pass,64,Belgium,IN POSSESSION
85,Romelu LUKAKU,On Target - Goal,1,Cross,64,Belgium,IN POSSESSION
89,Amadou ONANA,Off Target,0,Freekick,64,Belgium,IN POSSESSION
91,Maxim DE CUYPER,On Target - Saved,0,Pass,64,Belgium,IN POSSESSION
92,Arthur THEATE,Off Target,0,Loose Ball,64,Belgium,IN POSSESSION
93,Alexis SAELEMAEKERS,On Target - Goal,1,Pass,64,Belgium,IN POSSESSION
21,WILLY SEMEDO,Off Target,0,Pass,65,Cabo Verde,IN POSSESSION
33,JAMIRO MONTEIRO,Incomplete - Blocked,0,Pass,65,Cabo Verde,IN POSSESSION
38,JOAO PAULO,Off Target,0,Corner,65,Cabo Verde,IN POSSESSION
41,WILLY SEMEDO,Off Target,0,Loose Ball,65,Cabo Verde,IN POSSESSION
47,JAMIRO MONTEIRO,On Target - Saved,0,Cross,65,Cabo Verde,IN POSSESSION
49,KEVIN PINA,Off Target,0,Pass,65,Cabo Verde,IN POSSESSION
52,RYAN MENDES,Incomplete - Blocked,0,Loose Ball,65,Cabo Verde,IN POSSESSION
56,DEROY DUARTE,Off Target,0,Loose Ball,65,Cabo Verde,IN POSSESSION
73,LAROS DUARTE,On Target - Saved,0,Pass,65,Cabo Verde,IN POSSESSION
74,PICO LOPES,Off Target,0,Corner,65,Cabo Verde,IN POSSESSION
76,JOAO PAULO,Incomplete - Blocked,0,Pass,65,Cabo Verde,IN POSSESSION
83,KEVIN PINA,Off Target,0,Loose Ball,65,Cabo Verde,IN POSSESSION
85,WAGNER PINA,Incomplete - Blocked,0,Cross,65,Cabo Verde,IN POSSESSION
17,SALEM ALDAWSARI,Incomplete - Blocked,0,Cross,65,Saudi Arabia,IN POSSESSION
46,MOHAMED KANNO,On Target - Saved,0,Pass,65,Saudi Arabia,IN POSSESSION
48,SAUD ABDULHAMID Deflected,Off Target,0,Loose Ball,65,Saudi Arabia,IN POSSESSION
46,ABDULELAH ALAMRI,Incomplete,0,Other,65,Saudi Arabia,IN POSSESSION
66,MOHAMMED ABU ALSHAMAT,On Target - Saved,0,Pass,65,Saudi Arabia,IN POSSESSION
82,NASSER ALDAWSARI,Incomplete - Blocked,0,Pass,65,Saudi Arabia,IN POSSESSION
91,ABDULLAH ALHAMDDAN,On Target - Saved,0,Pass,65,Saudi Arabia,IN POSSESSION
31,Agustin CANOBBIO Deflected,Off Target,0,Loose Ball,66,Uruguay,IN POSSESSION
35,Rodrigo BENTANCUR,Off Target,0,Pass,66,Uruguay,IN POSSESSION
38,Darwin NUNEZ,Incomplete,0,Loose Ball,66,Uruguay,IN POSSESSION
63,Federico VINAS,Off Target,0,Cross,66,Uruguay,IN POSSESSION
84,Nicolas DE LA CRUZ,On Target - Saved,0,Pass,66,Uruguay,IN POSSESSION
16,Lamine YAMAL,Incomplete - Blocked,0,Pass,66,Spain,IN POSSESSION
19,Pau CUBARSI,Incomplete,0,Corner,66,Spain,IN POSSESSION
41,Alex BAENA,On Target - Goal,1,Cross,66,Spain,IN POSSESSION
52,Mikel OYARZABAL,Off Target,0,Pass,66,Spain,IN POSSESSION
62,Dani OLMO,Off Target,0,Pass,66,Spain,IN POSSESSION
0,Tomas RODRIGUEZ,On Target - Saved,0,Other,67,Panama,IN POSSESSION
25,Jose Luis RODRIGUEZ,On Target - Saved,0,Pass,67,Panama,IN POSSESSION
27,Carlos HARVEY,Off Target,0,Other,67,Panama,IN POSSESSION
55,Jose Luis RODRIGUEZ,Off Target,0,Loose Ball,67,Panama,IN POSSESSION
63,Amir MURILLO,Off Target,0,Pass,67,Panama,IN POSSESSION
73,Azarias LONDONO,Incomplete - Blocked,0,Loose Ball,67,Panama,IN POSSESSION
73,Ismael DIAZ,Off Target,0,Cross,67,Panama,IN POSSESSION
74,Ismael DIAZ Deflected,Off Target,0,Loose Ball,67,Panama,IN POSSESSION
75,Carlos HARVEY,Incomplete,0,Loose Ball,67,Panama,IN POSSESSION
75,Amir MURILLO,Incomplete - Blocked,0,Cross,67,Panama,IN POSSESSION
75,Ismael DIAZ,Off Target,0,Pass,67,Panama,IN POSSESSION
93,Eric DAVIS,Off Target,0,Other,67,Panama,IN POSSESSION
7,Marcus RASHFORD,On Target - Saved,0,Pass,67,England,IN POSSESSION
7,Bukayo SAKA,Off Target,0,Loose Ball,67,England,IN POSSESSION
21,Jude BELLINGHAM,Off Target,0,Loose Ball,67,England,IN POSSESSION
21,Bukayo SAKA,Incomplete - Blocked,0,Pass,67,England,IN POSSESSION
32,Nico OREILLY,Off Target,0,Pass,67,England,IN POSSESSION
34,Elliot ANDERSON,On Target - Saved,0,Pass,67,England,IN POSSESSION
37,Marcus RASHFORD,Off Target,0,Pass,67,England,IN POSSESSION
47,Marcus RASHFORD,Off Target,0,Freekick,67,England,IN POSSESSION
56,Harry KANE,On Target - Saved,0,Pass,67,England,IN POSSESSION
61,Jude BELLINGHAM,On Target - Goal,1,Corner,67,England,IN POSSESSION
66,Harry KANE,On Target - Goal,1,Cross,67,England,IN POSSESSION
86,Marcus RASHFORD,Off Target,0,Cross,67,England,IN POSSESSION
90,Noni MADUEKE,On Target - Saved,0,Pass,67,England,IN POSSESSION
93,Eberechi EZE Deflected,Off Target,0,Pass,67,England,IN POSSESSION
16,Nikola VLASIC,Off Target,0,Pass,68,Croatia,IN POSSESSION
20,Marin PONGRACIC,Off Target,0,Freekick,68,Croatia,IN POSSESSION
29,Ivan PERISIC,On Target - Saved,0,Freekick,68,Croatia,IN POSSESSION
30,Petar SUCIC,On Target - Goal,1,Pass,68,Croatia,IN POSSESSION
37,Mateo KOVACIC,Incomplete - Blocked,0,Pass,68,Croatia,IN POSSESSION
81,Mario PASALIC,On Target - Saved,0,Pass,68,Croatia,IN POSSESSION
82,Nikola VLASIC,On Target - Goal,1,Corner,68,Croatia,IN POSSESSION
91,Mario PASALIC,Incomplete - Blocked,0,Pass,68,Croatia,IN POSSESSION
46,Abdul FATAWU,Off Target,0,Pass,68,Ghana,IN POSSESSION
56,Kamaldeen SULEMANA,Incomplete - Blocked,0,Loose Ball,68,Ghana,IN POSSESSION
72,Derrick LUCKASSEN,On Target - Goal,1,Freekick,68,Ghana,IN POSSESSION
93,Marvin SENAYA,Incomplete - Blocked,0,Loose Ball,68,Ghana,IN POSSESSION
41,Riyad MAHREZ,Incomplete - Blocked,0,Pass,69,Algeria,IN POSSESSION
43,Ibrahim MAZA,On Target - Saved,0,Pass,69,Algeria,IN POSSESSION
48,Ramy BENSEBAINI,Off Target,0,Loose Ball,69,Algeria,IN POSSESSION
53,Fares CHAIBI,On Target - Saved,0,Pass,69,Algeria,IN POSSESSION
58,Fares CHAIBI,Incomplete - Blocked,0,Pass,69,Algeria,IN POSSESSION
59,Riyad MAHREZ,On Target - Goal,1,Cross,69,Algeria,IN POSSESSION
7,Xaver SCHLAGER,Off Target,0,Loose Ball,69,Austria,IN POSSESSION
27,Marko ARNAUTOVIC,On Target - Goal,1,Pass,69,Austria,IN POSSESSION
37,Romano SCHMID,Off Target,0,Loose Ball,69,Austria,IN POSSESSION
40,Phillip MWENE,Off Target,0,Loose Ball,69,Austria,IN POSSESSION
46,Nicolas SEIWALD,Incomplete - Blocked,0,Loose Ball,69,Austria,IN POSSESSION
54,Marcel SABITZER,On Target - Goal,1,Pass,69,Austria,IN POSSESSION
64,Nicolas SEIWALD,Off Target,0,Pass,69,Austria,IN POSSESSION
67,Kevin DANSO,Off Target,0,Corner,69,Austria,IN POSSESSION
94,Philipp LIENHART,Off Target,0,Pass,69,Austria,IN POSSESSION
95,Sasa KALAJDZIC,On Target - Goal,1,Pass,69,Austria,IN POSSESSION
34,MOHANNAD ABUTAHA,Incomplete - Blocked,0,Loose Ball,70,Jordan,IN POSSESSION
37,ALI AZAIZEH,Off Target,0,Cross,70,Jordan,IN POSSESSION
50,MOUSA ALTAMARI,Off Target,0,Cross,70,Jordan,IN POSSESSION
54,MOUSA ALTAMARI,On Target - Goal,1,Cross,70,Jordan,IN POSSESSION
12,Nicolas OTAMENDI,Off Target,0,Corner,70,Argentina,IN POSSESSION
18,Giovani LO CELSO,On Target - Goal,1,Freekick,70,Argentina,IN POSSESSION
27,Lautaro MARTINEZ,Off Target,0,Cross,70,Argentina,IN POSSESSION
27,Marcos SENESI,Incomplete,0,Other,70,Argentina,IN POSSESSION
30,Lautaro MARTINEZ,On Target - Goal,1,Penalty,70,Argentina,IN POSSESSION
49,Julian ALVAREZ,On Target - Saved,0,Pass,70,Argentina,IN POSSESSION
52,Lautaro MARTINEZ,Off Target,0,Pass,70,Argentina,IN POSSESSION
58,Nico PAZ,Off Target,0,Loose Ball,70,Argentina,IN POSSESSION
64,Lionel MESSI,Off Target,0,Freekick,70,Argentina,IN POSSESSION
79,Lionel MESSI,On Target - Goal,1,Freekick,70,Argentina,IN POSSESSION
81,Thiago ALMADA,Off Target,0,Loose Ball,70,Argentina,IN POSSESSION
85,Jose Manuel LOPEZ Deflected,Off Target,0,Pass,70,Argentina,IN POSSESSION
90,Marcos SENESI,Off Target,0,Freekick,70,Argentina,IN POSSESSION
1,Luis DIAZ,Deflected On Target - Defensive Event,0,Pass,71,Colombia,IN POSSESSION
1,Jhon CORDOBA,Off Target,0,Loose Ball,71,Colombia,IN POSSESSION
5,Luis DIAZ,Incomplete,0,Pass,71,Colombia,IN POSSESSION
13,Gustavo PUERTA,Off Target,0,Pass,71,Colombia,IN POSSESSION
16,Jhon CORDOBA,On Target - Saved,0,Pass,71,Colombia,IN POSSESSION
16,Luis DIAZ Deflected,Off Target,0,Pass,71,Colombia,IN POSSESSION
21,Jhon ARIAS,Incomplete,0,Pass,71,Colombia,IN POSSESSION
43,James RODRIGUEZ,Incomplete - Blocked,0,Cross,71,Colombia,IN POSSESSION
43,Jefferson LERMA,Incomplete,0,Loose Ball,71,Colombia,IN POSSESSION
44,Gustavo PUERTA,On Target - Saved,0,Pass,71,Colombia,IN POSSESSION
45,Luis DIAZ,Off Target,0,Pass,71,Colombia,IN POSSESSION
54,Jefferson LERMA,On Target - Saved,0,Pass,71,Colombia,IN POSSESSION
54,Jhon ARIAS,On Target - Saved,0,Pass,71,Colombia,IN POSSESSION
61,Richard RIOS,Off Target,0,Cross,71,Colombia,IN POSSESSION
64,Luis SUAREZ Deflected,Off Target,0,Pass,71,Colombia,IN POSSESSION
64,Davinson SANCHEZ,Off Target,0,Cross,71,Colombia,IN POSSESSION
65,Jhon ARIAS Deflected,On Target - Saved,0,Pass,71,Colombia,IN POSSESSION
66,Gustavo PUERTA,Off Target,0,Pass,71,Colombia,IN POSSESSION
72,Luis SUAREZ,Incomplete - Blocked,0,Cross,71,Colombia,IN POSSESSION
73,James RODRIGUEZ Deflected,Off Target,0,Loose Ball,71,Colombia,IN POSSESSION
87,Luis SUAREZ,Off Target,0,Other,71,Colombia,IN POSSESSION
90,Luis SUAREZ,Incomplete,0,Cross,71,Colombia,IN POSSESSION
94,Gustavo PUERTA,Incomplete - Blocked,0,Pass,71,Colombia,IN POSSESSION
3,RUBEN NEVES,Off Target,0,Loose Ball,71,Portugal,IN POSSESSION
11,BRUNO FERNANDES,Off Target,0,Pass,71,Portugal,IN POSSESSION
23,CRISTIANO RONALDO,On Target - Saved,0,Freekick,71,Portugal,IN POSSESSION
37,VITINHA,Incomplete - Blocked,0,Loose Ball,71,Portugal,IN POSSESSION
38,BRUNO FERNANDES,On Target - Saved,0,Cross,71,Portugal,IN POSSESSION
38,CRISTIANO RONALDO,Incomplete - Blocked,0,Other,71,Portugal,IN POSSESSION
39,RUBEN NEVES,Off Target,0,Pass,71,Portugal,IN POSSESSION
46,CRISTIANO RONALDO,Incomplete - Blocked,0,Pass,71,Portugal,IN POSSESSION
50,JOAO FELIX,Off Target,0,Pass,71,Portugal,IN POSSESSION
56,JOAO FELIX,Incomplete - Blocked,0,Pass,71,Portugal,IN POSSESSION
77,DIOGO DALOT,Off Target,0,Corner,71,Portugal,IN POSSESSION
1,Yoane WISSA,Off Target,0,Loose Ball,72,Congo DR,IN POSSESSION
28,Yoane WISSA,Off Target,0,Cross,72,Congo DR,IN POSSESSION
43,Brian CIPENGA,Incomplete,0,Freekick,72,Congo DR,IN POSSESSION
47,Chancel MBEMBA,Off Target,0,Loose Ball,72,Congo DR,IN POSSESSION
47,Brian CIPENGA,Off Target,0,Pass,72,Congo DR,IN POSSESSION
49,Yoane WISSA,Off Target,0,Cross,72,Congo DR,IN POSSESSION
52,Brian CIPENGA,Off Target,0,Pass,72,Congo DR,IN POSSESSION
57,Nathanael MBUKU,On Target - Saved,0,Pass,72,Congo DR,IN POSSESSION
59,Fiston MAYELE,Off Target,0,Pass,72,Congo DR,IN POSSESSION
60,Yoane WISSA,Off Target,0,Cross,72,Congo DR,IN POSSESSION
67,Yoane WISSA,On Target - Goal,1,Penalty,72,Congo DR,IN POSSESSION
77,Meschack ELIA,Deflected On Target - Defensive Event,0,Pass,72,Congo DR,IN POSSESSION
77,Fiston MAYELE,On Target - Goal,1,Loose Ball,72,Congo DR,IN POSSESSION
87,Fiston MAYELE,Off Target,0,Pass,72,Congo DR,IN POSSESSION
90,Fiston MAYELE,Incomplete,0,Pass,72,Congo DR,IN POSSESSION
90,Yoane WISSA,On Target - Goal,1,Pass,72,Congo DR,IN POSSESSION
94,Ngalayel MUKAU,Off Target,0,Pass,72,Congo DR,IN POSSESSION
