minute,player,outcome,is_goal,delivery,match_number,team,header
3,Brian GUTIERREZ,Incomplete - Blocked,0,Freekick,1,Mexico,IN POSSESSION
4,Raul JIMENEZ,On Target - Saved,0,Cross,1,Mexico,IN POSSESSION
8,Julian QUINONES,On Target - Goal,1,Loose Ball,1,Mexico,IN POSSESSION
12,Raul JIMENEZ,Off Target,0,Corner,1,Mexico,IN POSSESSION
19,Julian QUINONES,Off Target,0,Pass,1,Mexico,IN POSSESSION
29,Brian GUTIERREZ,Incomplete - Blocked,0,Pass,1,Mexico,IN POSSESSION
41,Julian QUINONES Deflected,Off Target,0,Other,1,Mexico,IN POSSESSION
41,Julian QUINONES,Off Target,0,Pass,1,Mexico,IN POSSESSION
46,Jesus GALLARDO Deflected,Off Target,0,Pass,1,Mexico,IN POSSESSION
48,Brian GUTIERREZ,Off Target,0,Pass,1,Mexico,IN POSSESSION
45,Brian GUTIERREZ,Off Target,0,Loose Ball,1,Mexico,IN POSSESSION
51,Raul JIMENEZ,Incomplete - Blocked,0,Freekick,1,Mexico,IN POSSESSION
51,Jesus GALLARDO,Off Target,0,Pass,1,Mexico,IN POSSESSION
57,Israel REYES,Incomplete,0,Freekick,1,Mexico,IN POSSESSION
66,Raul JIMENEZ,On Target - Goal,1,Cross,1,Mexico,IN POSSESSION
37,Lyle FOSTER,Off Target,0,Pass,1,South Africa,IN POSSESSION
44,Mbekezeli MBOKAZI,On Target - Saved,0,Loose Ball,1,South Africa,IN POSSESSION
55,Aubrey MODIBA,On Target - Saved,0,Pass,1,South Africa,IN POSSESSION
11,SON Heungmin Deflected,Off Target,0,Pass,2,Korea Republic,IN POSSESSION
11,LEE Hanbeom,Off Target,0,Cross,2,Korea Republic,IN POSSESSION
13,LEE Kangin,On Target - Saved,0,Pass,2,Korea Republic,IN POSSESSION
13,SON Heungmin,Incomplete - Blocked,0,Cross,2,Korea Republic,IN POSSESSION
37,SON Heungmin,Off Target,0,Pass,2,Korea Republic,IN POSSESSION
38,SON Heungmin,Off Target,0,Pass,2,Korea Republic,IN POSSESSION
46,SON Heungmin,Incomplete,0,Cross,2,Korea Republic,IN POSSESSION
47,HWANG Inbeom,Off Target,0,Pass,2,Korea Republic,IN POSSESSION
48,HWANG Inbeom,On Target - Saved,0,Pass,2,Korea Republic,IN POSSESSION
48,LEE Jaesung,On Target - Saved,0,Other,2,Korea Republic,IN POSSESSION
55,SON Heungmin,On Target - Saved,0,Pass,2,Korea Republic,IN POSSESSION
66,HWANG Inbeom,On Target - Goal,1,Pass,2,Korea Republic,IN POSSESSION
79,OH Hyeongyu,On Target - Goal,1,Cross,2,Korea Republic,IN POSSESSION
93,KIM Jingyu,Incomplete - Blocked,0,Pass,2,Korea Republic,IN POSSESSION
21,Tomas SOUCEK,Off Target,0,Corner,2,Czechia,IN POSSESSION
31,Pavel SULC,Off Target,0,Loose Ball,2,Czechia,IN POSSESSION
58,Ladislav KREJCI,On Target - Goal,1,Other,2,Czechia,IN POSSESSION
81,Adam HLOZEK,On Target - Saved,0,Loose Ball,2,Czechia,IN POSSESSION
92,Michal SADILEK,On Target - Saved,0,Pass,2,Czechia,IN POSSESSION
93,Adam HLOZEK,Incomplete,0,Cross,2,Czechia,IN POSSESSION
16,Jonathan DAVID,On Target - Saved,0,Loose Ball,3,Canada,IN POSSESSION
27,Jonathan DAVID,Incomplete - Blocked,0,Pass,3,Canada,IN POSSESSION
29,Ismael KONE,Incomplete - Blocked,0,Freekick,3,Canada,IN POSSESSION
31,Tani OLUWASEYI,Off Target,0,Pass,3,Canada,IN POSSESSION
37,Jonathan DAVID Deflected,Off Target,0,Loose Ball,3,Canada,IN POSSESSION
48,Alistair JOHNSTON Deflected,Off Target,0,Other,3,Canada,IN POSSESSION
48,Derek CORNELIUS,Off Target,0,Corner,3,Canada,IN POSSESSION
52,Richie LARYEA,On Target - Saved,0,Pass,3,Canada,IN POSSESSION
64,Stephen EUSTAQUIO,Off Target,0,Pass,3,Canada,IN POSSESSION
65,Tani OLUWASEYI,On Target - Goal,1,Cross,3,Canada,IN POSSESSION
78,Cyle LARIN Deflected,On Target - Goal,1,Pass,3,Canada,IN POSSESSION
95,Cyle LARIN,Incomplete - Blocked,0,Pass,3,Canada,IN POSSESSION
2,Amar MEMIC,Off Target,0,Loose Ball,3,Bosnia and Herzegovina,IN POSSESSION
4,Jovo LUKIC,Off Target,0,Cross,3,Bosnia and Herzegovina,IN POSSESSION
12,Jovo LUKIC,On Target - Saved,0,Freekick,3,Bosnia and Herzegovina,IN POSSESSION
20,Jovo LUKIC,On Target - Goal,1,Pass,3,Bosnia and Herzegovina,IN POSSESSION
43,Benjamin TAHIROVIC,Off Target,0,Loose Ball,3,Bosnia and Herzegovina,IN POSSESSION
45,Ermedin DEMIROVIC,On Target - Saved,0,Pass,3,Bosnia and Herzegovina,IN POSSESSION
58,Tarik MUHAREMOVIC,Off Target,0,Corner,3,Bosnia and Herzegovina,IN POSSESSION
84,Dzenis BURNIC,Incomplete,0,Loose Ball,3,Bosnia and Herzegovina,IN POSSESSION
2,Folarin BALOGUN Deflected,On Target - Saved,0,Pass,4,USA,IN POSSESSION
30,Folarin BALOGUN,On Target - Goal,1,Pass,4,USA,IN POSSESSION
34,Folarin BALOGUN,Incomplete,0,Cross,4,USA,IN POSSESSION
36,Malik TILLMAN Deflected,Off Target,0,Loose Ball,4,USA,IN POSSESSION
37,Chris RICHARDS,Off Target,0,Corner,4,USA,IN POSSESSION
42,Malik TILLMAN,On Target - Saved,0,Loose Ball,4,USA,IN POSSESSION
46,Folarin BALOGUN,Incomplete - Blocked,0,Other,4,USA,IN POSSESSION
56,Malik TILLMAN,Incomplete - Blocked,0,Pass,4,USA,IN POSSESSION
60,Malik TILLMAN,Off Target,0,Loose Ball,4,USA,IN POSSESSION
74,Malik TILLMAN,On Target - Saved,0,Pass,4,USA,IN POSSESSION
88,Ricardo PEPI,Off Target,0,Pass,4,USA,IN POSSESSION
89,Sebastian BERHALTER,Off Target,0,Other,4,USA,IN POSSESSION
96,Timothy WEAH,Incomplete - Blocked,0,Pass,4,USA,IN POSSESSION
1,Diego GOMEZ,Off Target,0,Pass,4,Paraguay,IN POSSESSION
64,Diego GOMEZ,Off Target,0,Pass,4,Paraguay,IN POSSESSION
70,Miguel ALMIRON,Incomplete - Blocked,0,Other,4,Paraguay,IN POSSESSION
72,MAURICIO,On Target - Goal,1,Pass,4,Paraguay,IN POSSESSION
10,Jean-Ricner BELLEGARDE,Off Target,0,Pass,5,Haiti,IN POSSESSION
12,Wilson ISIDOR,Incomplete - Blocked,0,Pass,5,Haiti,IN POSSESSION
33,Ricardo ADE,Incomplete,0,Freekick,5,Haiti,IN POSSESSION
33,Ruben PROVIDENCE,On Target - Saved,0,Pass,5,Haiti,IN POSSESSION
33,Frantzdy PIERROT,Incomplete - Blocked,0,Other,5,Haiti,IN POSSESSION
35,Wilson ISIDOR,Off Target,0,Freekick,5,Haiti,IN POSSESSION
41,Jean-Ricner BELLEGARDE,Off Target,0,Pass,5,Haiti,IN POSSESSION
72,Ruben PROVIDENCE,Off Target,0,Loose Ball,5,Haiti,IN POSSESSION
77,Jean-Ricner BELLEGARDE,Incomplete - Blocked,0,Pass,5,Haiti,IN POSSESSION
78,Ruben PROVIDENCE Deflected,Off Target,0,Loose Ball,5,Haiti,IN POSSESSION
84,Frantzdy PIERROT,Off Target,0,Cross,5,Haiti,IN POSSESSION
93,Frantzdy PIERROT,On Target - Saved,0,Pass,5,Haiti,IN POSSESSION
96,Martin EXPERIENCE,Off Target,0,Pass,5,Haiti,IN POSSESSION
3,Lawrence SHANKLAND,Incomplete - Blocked,0,Pass,5,Scotland,IN POSSESSION
6,Scott McTOMINAY,Off Target,0,Cross,5,Scotland,IN POSSESSION
16,Scott McTOMINAY,Off Target,0,Pass,5,Scotland,IN POSSESSION
27,Che ADAMS,On Target - Saved,0,Cross,5,Scotland,IN POSSESSION
27,John McGINN Deflected,On Target - Goal,1,Other,5,Scotland,IN POSSESSION
31,Lawrence SHANKLAND,Off Target,0,Cross,5,Scotland,IN POSSESSION
54,Ben GANNONDOAK Deflected,Off Target,0,Cross,5,Scotland,IN POSSESSION
72,John McGINN,Off Target,0,Pass,5,Scotland,IN POSSESSION
16,Alessandro CIRCATI,Off Target,0,Corner,6,Australia,IN POSSESSION
38,Jordan BOS,Off Target,0,Other,6,Australia,IN POSSESSION
47,Jordan BOS Deflected,Off Target,0,Pass,6,Australia,IN POSSESSION
48,Jacob ITALIANO,Off Target,0,Pass,6,Australia,IN POSSESSION
53,Harry SOUTTAR,On Target - Saved,0,Corner,6,Australia,IN POSSESSION
53,Mohamed TOURE,Incomplete - Blocked,0,Cross,6,Australia,IN POSSESSION
74,Connor METCALFE,On Target - Goal,1,Loose Ball,6,Australia,IN POSSESSION
2,Hakan CALHANOGLU Deflected,Off Target,0,Pass,6,Türkiye,IN POSSESSION
3,Ismail YUKSEK Deflected,Off Target,0,Corner,6,Türkiye,IN POSSESSION
6,Arda GULER,Off Target,0,Pass,6,Türkiye,IN POSSESSION
18,Ferdi KADIOGLU,Off Target,0,Pass,6,Türkiye,IN POSSESSION
26,Arda GULER,On Target - Saved,0,Loose Ball,6,Türkiye,IN POSSESSION
29,Abdulkerim BARDAKCI,Off Target,0,Loose Ball,6,Türkiye,IN POSSESSION
29,Hakan CALHANOGLU,Off Target,0,Pass,6,Türkiye,IN POSSESSION
35,Orkun KOKCU,Off Target,0,Pass,6,Türkiye,IN POSSESSION
41,Arda GULER,Off Target,0,Pass,6,Türkiye,IN POSSESSION
45,Hakan CALHANOGLU,On Target - Saved,0,Pass,6,Türkiye,IN POSSESSION
49,Hakan CALHANOGLU,Incomplete - Blocked,0,Loose Ball,6,Türkiye,IN POSSESSION
50,Kerem AKTURKOGLU,Incomplete,0,Loose Ball,6,Türkiye,IN POSSESSION
56,Arda GULER,On Target - Saved,0,Freekick,6,Türkiye,IN POSSESSION
56,Ismail YUKSEK,Off Target,0,Pass,6,Türkiye,IN POSSESSION
62,Kenan YILDIZ,Incomplete - Blocked,0,Pass,6,Türkiye,IN POSSESSION
64,Arda GULER,Incomplete - Blocked,0,Pass,6,Türkiye,IN POSSESSION
65,Kenan YILDIZ,Incomplete - Blocked,0,Pass,6,Türkiye,IN POSSESSION
71,Zeki CELIK,On Target - Saved,0,Pass,6,Türkiye,IN POSSESSION
73,Arda GULER,Off Target,0,Pass,6,Türkiye,IN POSSESSION
76,Kenan YILDIZ,Incomplete - Blocked,0,Pass,6,Türkiye,IN POSSESSION
76,Kerem AKTURKOGLU,On Target - Saved,0,Pass,6,Türkiye,IN POSSESSION
81,Arda GULER,Off Target,0,Pass,6,Türkiye,IN POSSESSION
85,Hakan CALHANOGLU,On Target - Saved,0,Freekick,6,Türkiye,IN POSSESSION
88,Arda GULER,On Target - Saved,0,Pass,6,Türkiye,IN POSSESSION
89,Merih DEMIRAL,Off Target,0,Pass,6,Türkiye,IN POSSESSION
94,Kenan YILDIZ Deflected,Off Target,0,Loose Ball,6,Türkiye,IN POSSESSION
8,RAPHINHA,Incomplete - Blocked,0,Pass,7,Brazil,IN POSSESSION
13,IGOR THIAGO,Incomplete,0,Cross,7,Brazil,IN POSSESSION
19,LUCAS PAQUETA,Incomplete - Blocked,0,Pass,7,Brazil,IN POSSESSION
46,LUCAS PAQUETA,On Target - Saved,0,Cross,7,Brazil,IN POSSESSION
47,MARQUINHOS,Off Target,0,Corner,7,Brazil,IN POSSESSION
45,BRUNO GUIMARAES,Incomplete,0,Loose Ball,7,Brazil,IN POSSESSION
47,MARQUINHOS Deflected,Off Target,0,Corner,7,Brazil,IN POSSESSION
51,IGOR THIAGO,On Target - Saved,0,Other,7,Brazil,IN POSSESSION
77,RAPHINHA,On Target - Saved,0,Cross,7,Brazil,IN POSSESSION
90,DANILO SANTOS,Incomplete,0,Cross,7,Brazil,IN POSSESSION
5,Brahim DIAZ,Incomplete - Blocked,0,Pass,7,Morocco,IN POSSESSION
5,Neil EL AYNAOUI,Incomplete,0,Loose Ball,7,Morocco,IN POSSESSION
6,Bilal EL KHANNOUSS,Incomplete - Blocked,0,Pass,7,Morocco,IN POSSESSION
6,Achraf HAKIMI,Off Target,0,Pass,7,Morocco,IN POSSESSION
8,Brahim DIAZ,Incomplete - Blocked,0,Pass,7,Morocco,IN POSSESSION
10,Ismael SAIBARI,Incomplete - Blocked,0,Pass,7,Morocco,IN POSSESSION
20,Ismael SAIBARI,On Target - Goal,1,Pass,7,Morocco,IN POSSESSION
26,Achraf HAKIMI,Off Target,0,Pass,7,Morocco,IN POSSESSION
28,Neil EL AYNAOUI,Incomplete,0,Freekick,7,Morocco,IN POSSESSION
29,Ismael SAIBARI,Incomplete - Blocked,0,Pass,7,Morocco,IN POSSESSION
30,Achraf HAKIMI,Off Target,0,Loose Ball,7,Morocco,IN POSSESSION
98,Neil EL AYNAOUI,Off Target,0,Loose Ball,7,Morocco,IN POSSESSION
98,Ayoube AMAIMOUNI,On Target - Saved,0,Other,7,Morocco,IN POSSESSION
1,EDMILSON JUNIOR,On Target - Saved,0,Loose Ball,8,Qatar,IN POSSESSION
29,ISSA LAYE,Off Target,0,Cross,8,Qatar,IN POSSESSION
42,EDMILSON JUNIOR,On Target - Saved,0,Loose Ball,8,Qatar,IN POSSESSION
43,HOMAM AHMED,Incomplete,0,Loose Ball,8,Qatar,IN POSSESSION
74,KARIM BOUDIAF,Off Target,0,Pass,8,Qatar,IN POSSESSION
89,AHMED ALAAELDIN,On Target - Saved,0,Pass,8,Qatar,IN POSSESSION
0,Breel EMBOLO,Incomplete - Blocked,0,Pass,8,Switzerland,IN POSSESSION
5,Dan NDOYE,On Target - Saved,0,Pass,8,Switzerland,IN POSSESSION
9,Dan NDOYE,Off Target,0,Cross,8,Switzerland,IN POSSESSION
11,Manuel AKANJI,On Target - Saved,0,Freekick,8,Switzerland,IN POSSESSION
16,Breel EMBOLO,On Target - Goal,1,Penalty,8,Switzerland,IN POSSESSION
20,Denis ZAKARIA,On Target - Saved,0,Pass,8,Switzerland,IN POSSESSION
20,Ruben VARGAS,Incomplete - Blocked,0,Pass,8,Switzerland,IN POSSESSION
33,Dan NDOYE,Incomplete - Blocked,0,Pass,8,Switzerland,IN POSSESSION
34,Dan NDOYE,Off Target,0,Pass,8,Switzerland,IN POSSESSION
41,Breel EMBOLO,Incomplete - Blocked,0,Corner,8,Switzerland,IN POSSESSION
45,Dan NDOYE,On Target - Saved,0,Pass,8,Switzerland,IN POSSESSION
47,Ruben VARGAS,Off Target,0,Pass,8,Switzerland,IN POSSESSION
48,Denis ZAKARIA,Incomplete,0,Pass,8,Switzerland,IN POSSESSION
50,Michel AEBISCHER,On Target - Goal,1,Pass,8,Switzerland,IN POSSESSION
47,Nico ELVEDI Deflected,Off Target,0,Freekick,8,Switzerland,IN POSSESSION
48,Granit XHAKA,Off Target,0,Pass,8,Switzerland,IN POSSESSION
50,Dan NDOYE,Off Target,0,Cross,8,Switzerland,IN POSSESSION
62,Nico ELVEDI,Incomplete - Blocked,0,Pass,8,Switzerland,IN POSSESSION
66,Granit XHAKA,Off Target,0,Pass,8,Switzerland,IN POSSESSION
71,Fabian RIEDER,Incomplete - Blocked,0,Pass,8,Switzerland,IN POSSESSION
74,Ruben VARGAS,On Target - Saved,0,Pass,8,Switzerland,IN POSSESSION
75,Breel EMBOLO,Off Target,0,Pass,8,Switzerland,IN POSSESSION
80,Johan MANZAMBI,Off Target,0,Other,8,Switzerland,IN POSSESSION
85,Johan MANZAMBI,Incomplete - Blocked,0,Pass,8,Switzerland,IN POSSESSION
91,Zeki AMDOUNI,Incomplete - Blocked,0,Pass,8,Switzerland,IN POSSESSION
96,Ardon JASHARI,Off Target,0,Loose Ball,8,Switzerland,IN POSSESSION
15,Seko FOFANA,Incomplete,0,Pass,9,Côte d'Ivoire,IN POSSESSION
17,Elye WAHI,On Target - Saved,0,Pass,9,Côte d'Ivoire,IN POSSESSION
32,Seko FOFANA,Off Target,0,Pass,9,Côte d'Ivoire,IN POSSESSION
34,Nicolas PEPE,Incomplete - Blocked,0,Pass,9,Côte d'Ivoire,IN POSSESSION
46,Wilfried SINGO,Off Target,0,Cross,9,Côte d'Ivoire,IN POSSESSION
49,Yan DIOMANDE,Off Target,0,Pass,9,Côte d'Ivoire,IN POSSESSION
51,Elye WAHI,Off Target,0,Cross,9,Côte d'Ivoire,IN POSSESSION
52,Seko FOFANA,Off Target,0,Pass,9,Côte d'Ivoire,IN POSSESSION
60,Seko FOFANA Deflected,On Target - Saved,0,Corner,9,Côte d'Ivoire,IN POSSESSION
89,Amad DIALLO,On Target - Goal,1,Pass,9,Côte d'Ivoire,IN POSSESSION
93,Amad DIALLO,On Target - Saved,0,Pass,9,Côte d'Ivoire,IN POSSESSION
96,Christ Inao OULAI,Off Target,0,Pass,9,Côte d'Ivoire,IN POSSESSION
1,Moises CAICEDO,Off Target,0,Pass,9,Ecuador,IN POSSESSION
13,John YEBOAH,Off Target,0,Loose Ball,9,Ecuador,IN POSSESSION
23,Alan MINDA,Off Target,0,Loose Ball,9,Ecuador,IN POSSESSION
29,Alan MINDA,Off Target,0,Pass,9,Ecuador,IN POSSESSION
29,John YEBOAH,Off Target,0,Pass,9,Ecuador,IN POSSESSION
45,Enner VALENCIA,Off Target,0,Pass,9,Ecuador,IN POSSESSION
55,Pedro VITE,Off Target,0,Pass,9,Ecuador,IN POSSESSION
67,Gonzalo PLATA,On Target - Saved,0,Pass,9,Ecuador,IN POSSESSION
86,Joel ORDONEZ Deflected,Off Target,0,Freekick,9,Ecuador,IN POSSESSION
87,Joel ORDONEZ,Incomplete - Blocked,0,Corner,9,Ecuador,IN POSSESSION
98,Piero HINCAPIE Deflected,Off Target,0,Corner,9,Ecuador,IN POSSESSION
5,Jamal MUSIALA,Incomplete - Blocked,0,Pass,10,Germany,IN POSSESSION
5,Felix NMECHA,On Target - Goal,1,Pass,10,Germany,IN POSSESSION
8,Felix NMECHA,Off Target,0,Pass,10,Germany,IN POSSESSION
11,Felix NMECHA,On Target - Saved,0,Pass,10,Germany,IN POSSESSION
13,Florian WIRTZ,Off Target,0,Pass,10,Germany,IN POSSESSION
27,Nico SCHLOTTERBECK,On Target - Saved,0,Freekick,10,Germany,IN POSSESSION
29,Aleksandar PAVLOVIC Deflected,Off Target,0,Pass,10,Germany,IN POSSESSION
31,Leroy SANE,Incomplete - Blocked,0,Pass,10,Germany,IN POSSESSION
44,Nathaniel BROWN,Incomplete - Blocked,0,Loose Ball,10,Germany,IN POSSESSION
44,Aleksandar PAVLOVIC,On Target - Goal,1,Pass,10,Germany,IN POSSESSION
44,Kai HAVERTZ,Incomplete,0,Loose Ball,10,Germany,IN POSSESSION
49,Kai HAVERTZ,On Target - Goal,1,Penalty,10,Germany,IN POSSESSION
46,Jamal MUSIALA,On Target - Goal,1,Pass,10,Germany,IN POSSESSION
49,Felix NMECHA,On Target - Saved,0,Freekick,10,Germany,IN POSSESSION
52,Florian WIRTZ Deflected,Off Target,0,Cross,10,Germany,IN POSSESSION
53,Kai HAVERTZ,Incomplete - Blocked,0,Other,10,Germany,IN POSSESSION
53,Aleksandar PAVLOVIC,Off Target,0,Pass,10,Germany,IN POSSESSION
62,Leroy SANE,Off Target,0,Pass,10,Germany,IN POSSESSION
67,Nathaniel BROWN,On Target - Goal,1,Pass,10,Germany,IN POSSESSION
77,Deniz UNDAV,On Target - Goal,1,Pass,10,Germany,IN POSSESSION
85,David RAUM Deflected,On Target - Saved,0,Pass,10,Germany,IN POSSESSION
87,Kai HAVERTZ Deflected,On Target - Goal,1,Pass,10,Germany,IN POSSESSION
18,Leandro BACUNA,Off Target,0,Other,10,Curaçao,IN POSSESSION
20,Livano COMENENCIA Deflected,On Target - Goal,1,Loose Ball,10,Curaçao,IN POSSESSION
35,Juninho BACUNA,Off Target,0,Pass,10,Curaçao,IN POSSESSION
46,Sontje HANSEN,On Target - Saved,0,Pass,10,Curaçao,IN POSSESSION
61,Leandro BACUNA,Off Target,0,Freekick,10,Curaçao,IN POSSESSION
66,Livano COMENENCIA,Incomplete,0,Loose Ball,10,Curaçao,IN POSSESSION
75,Jearl MARGARITHA,Off Target,0,Pass,10,Curaçao,IN POSSESSION
8,Alexis MAC ALLISTER Deflected,Off Target,0,Pass,100,Argentina,IN POSSESSION
8,Alexis MAC ALLISTER,Incomplete,0,Corner,100,Argentina,IN POSSESSION
9,Alexis MAC ALLISTER,On Target - Goal,1,Corner,100,Argentina,IN POSSESSION
49,Nahuel MOLINA,Off Target,0,Pass,100,Argentina,IN POSSESSION
51,Julian ALVAREZ Deflected,Off Target,0,Other,100,Argentina,IN POSSESSION
88,Alexis MAC ALLISTER,Off Target,0,Cross,100,Argentina,IN POSSESSION
91,Lionel MESSI,Off Target,0,Pass,100,Argentina,IN POSSESSION
98,Lisandro MARTINEZ,On Target - Saved,0,Loose Ball,100,Argentina,IN POSSESSION
90,Lautaro MARTINEZ,Incomplete - Blocked,0,Loose Ball,100,Argentina,IN POSSESSION
90,Nico GONZALEZ Deflected,Off Target,0,Loose Ball,100,Argentina,IN POSSESSION
92,Thiago ALMADA,On Target - Saved,0,Pass,100,Argentina,IN POSSESSION
94,Thiago ALMADA,Off Target,0,Pass,100,Argentina,IN POSSESSION
102,Lionel MESSI,Incomplete - Blocked,0,Freekick,100,Argentina,IN POSSESSION
106,Cristian ROMERO,Off Target,0,Corner,100,Argentina,IN POSSESSION
111,Lionel MESSI,On Target - Saved,0,Pass,100,Argentina,IN POSSESSION
111,Julian ALVAREZ,On Target - Goal,1,Pass,100,Argentina,IN POSSESSION
118,Lionel MESSI Deflected,Off Target,0,Pass,100,Argentina,IN POSSESSION
120,Lautaro MARTINEZ,On Target - Goal,1,Other,100,Argentina,IN POSSESSION
0,Denis ZAKARIA,Incomplete - Blocked,0,Other,100,Switzerland,IN POSSESSION
6,Granit XHAKA,Off Target,0,Loose Ball,100,Switzerland,IN POSSESSION
19,Djibril SOW,On Target - Saved,0,Pass,100,Switzerland,IN POSSESSION
46,Fabian RIEDER Deflected,Off Target,0,Pass,100,Switzerland,IN POSSESSION
54,Dan NDOYE,Incomplete - Blocked,0,Pass,100,Switzerland,IN POSSESSION
59,Breel EMBOLO,On Target - Saved,0,Cross,100,Switzerland,IN POSSESSION
64,Dan NDOYE,On Target - Saved,0,Cross,100,Switzerland,IN POSSESSION
65,Granit XHAKA,On Target - Saved,0,Pass,100,Switzerland,IN POSSESSION
66,Dan NDOYE,On Target - Goal,1,Pass,100,Switzerland,IN POSSESSION
98,Granit XHAKA,Off Target,0,Pass,100,Switzerland,IN POSSESSION
104,Ardon JASHARI,Off Target,0,Pass,100,Switzerland,IN POSSESSION
33,Donyell MALEN,On Target - Saved,0,Corner,11,Netherlands,IN POSSESSION
33,Micky VAN DE VEN,Off Target,0,Cross,11,Netherlands,IN POSSESSION
35,Cody GAKPO,Off Target,0,Loose Ball,11,Netherlands,IN POSSESSION
50,Virgil VAN DIJK,On Target - Goal,1,Cross,11,Netherlands,IN POSSESSION
63,Crysencio SUMMERVILLE,On Target - Goal,1,Pass,11,Netherlands,IN POSSESSION
72,Cody GAKPO,On Target - Saved,0,Pass,11,Netherlands,IN POSSESSION
72,Jan Paul VAN HECKE,On Target - Saved,0,Corner,11,Netherlands,IN POSSESSION
75,Teun KOOPMEINERS Deflected,Off Target,0,Pass,11,Netherlands,IN POSSESSION
92,Teun KOOPMEINERS,Off Target,0,Cross,11,Netherlands,IN POSSESSION
27,Hiroki ITO,Off Target,0,Pass,11,Japan,IN POSSESSION
42,Keito NAKAMURA,Off Target,0,Cross,11,Japan,IN POSSESSION
44,Ayase UEDA,Off Target,0,Pass,11,Japan,IN POSSESSION
56,Keito NAKAMURA Deflected,On Target - Goal,1,Pass,11,Japan,IN POSSESSION
66,Takefusa KUBO,Off Target,0,Loose Ball,11,Japan,IN POSSESSION
74,Keito NAKAMURA,Off Target,0,Corner,11,Japan,IN POSSESSION
77,Koki OGAWA,Incomplete,0,Cross,11,Japan,IN POSSESSION
79,Yukinari SUGAWARA,On Target - Saved,0,Cross,11,Japan,IN POSSESSION
88,Koki OGAWA,Incomplete,0,Corner,11,Japan,IN POSSESSION
4,Viktor GYOKERES,Off Target,0,Pass,12,Sweden,IN POSSESSION
6,Yasin AYARI,On Target - Goal,1,Loose Ball,12,Sweden,IN POSSESSION
32,Victor LINDELOF,Off Target,0,Corner,12,Sweden,IN POSSESSION
52,Viktor GYOKERES,Incomplete - Blocked,0,Loose Ball,12,Sweden,IN POSSESSION
58,Viktor GYOKERES,On Target - Goal,1,Pass,12,Sweden,IN POSSESSION
65,Viktor GYOKERES,Off Target,0,Pass,12,Sweden,IN POSSESSION
67,Alexander ISAK,Incomplete - Blocked,0,Pass,12,Sweden,IN POSSESSION
83,Mattias SVANBERG,On Target - Goal,1,Pass,12,Sweden,IN POSSESSION
87,Alexander ISAK,On Target - Saved,0,Pass,12,Sweden,IN POSSESSION
95,Yasin AYARI,On Target - Goal,1,Pass,12,Sweden,IN POSSESSION
17,Elias SAAD,Off Target,0,Pass,12,Tunisia,IN POSSESSION
30,Rani KHEDIRA,Incomplete,0,Pass,12,Tunisia,IN POSSESSION
42,Omar REKIK,On Target - Goal,1,Cross,12,Tunisia,IN POSSESSION
51,Hannibal MEJBRI,Off Target,0,Freekick,12,Tunisia,IN POSSESSION
54,Montassar TALBI,Incomplete,0,Corner,12,Tunisia,IN POSSESSION
92,Elias ACHOURI,On Target - Saved,0,Loose Ball,12,Tunisia,IN POSSESSION
17,SALEM ALDAWSARI,Off Target,0,Pass,13,Saudi Arabia,IN POSSESSION
37,ABDULELAH ALAMRI,On Target - Saved,0,Corner,13,Saudi Arabia,IN POSSESSION
38,ABDULLAH ALKHAIBARI,Off Target,0,Loose Ball,13,Saudi Arabia,IN POSSESSION
40,MOHAMED KANNO,On Target - Saved,0,Corner,13,Saudi Arabia,IN POSSESSION
40,ABDULELAH ALAMRI,On Target - Goal,1,Other,13,Saudi Arabia,IN POSSESSION
86,MOHAMED KANNO,Incomplete - Blocked,0,Loose Ball,13,Saudi Arabia,IN POSSESSION
4,Maxi ARAUJO,On Target - Saved,0,Pass,13,Uruguay,IN POSSESSION
5,Federico VINAS,Incomplete,0,Corner,13,Uruguay,IN POSSESSION
20,Rodrigo BENTANCUR,Incomplete,0,Freekick,13,Uruguay,IN POSSESSION
44,Federico VINAS,On Target - Saved,0,Freekick,13,Uruguay,IN POSSESSION
45,Darwin NUNEZ,Incomplete,0,Corner,13,Uruguay,IN POSSESSION
45,Federico VINAS,On Target - Saved,0,Cross,13,Uruguay,IN POSSESSION
49,Federico VINAS,Off Target,0,Corner,13,Uruguay,IN POSSESSION
53,Mathias OLIVERA,Incomplete - Blocked,0,Corner,13,Uruguay,IN POSSESSION
53,Manuel UGARTE,Off Target,0,Loose Ball,13,Uruguay,IN POSSESSION
58,Agustin CANOBBIO,Off Target,0,Cross,13,Uruguay,IN POSSESSION
59,Manuel UGARTE,On Target - Saved,0,Pass,13,Uruguay,IN POSSESSION
59,Juan Manuel SANABRIA,Off Target,0,Loose Ball,13,Uruguay,IN POSSESSION
66,Federico VALVERDE,On Target - Saved,0,Freekick,13,Uruguay,IN POSSESSION
66,Guillermo VARELA,Incomplete - Blocked,0,Loose Ball,13,Uruguay,IN POSSESSION
78,Nicolas DE LA CRUZ,Incomplete - Blocked,0,Pass,13,Uruguay,IN POSSESSION
79,Federico VINAS,On Target - Saved,0,Pass,13,Uruguay,IN POSSESSION
79,Maxi ARAUJO,On Target - Goal,1,Other,13,Uruguay,IN POSSESSION
81,Juan Manuel SANABRIA Deflected,Off Target,0,Pass,13,Uruguay,IN POSSESSION
