team,jersey,player,lb_attempted,lb_completed,through,around,over,via_pass,via_cross,via_carry,dir_sum_ok,match_number,header
Morocco,1,Yassine BOUNOU,6,2,1,0,5,6,0,0,1,50,IN POSSESSION
Morocco,2,Achraf HAKIMI,17,14,4,10,3,14,1,2,1,50,IN POSSESSION
Morocco,4,Sofyan AMRABAT,13,12,2,6,5,13,0,0,1,50,IN POSSESSION
Morocco,10,Brahim DIAZ,11,8,4,4,3,8,0,3,1,50,IN POSSESSION
Morocco,11,Ismael SAIBARI,3,3,1,2,0,3,0,0,1,50,IN POSSESSION
Morocco,18,Chadi RIAD,13,13,5,6,2,13,0,0,1,50,IN POSSESSION
Morocco,20,Ayoub EL KAABI,0,0,0,0,0,0,0,0,1,50,IN POSSESSION
Morocco,23,Bilal EL KHANNOUSS,33,25,10,14,9,27,2,4,1,50,IN POSSESSION
Morocco,24,Neil EL AYNAOUI,15,12,5,9,1,15,0,0,1,50,IN POSSESSION
Morocco,25,Redouane HALHAL,16,14,1,13,2,16,0,0,1,50,IN POSSESSION
Morocco,26,Anass SALAH EDDINE,15,14,1,12,2,15,0,0,1,50,IN POSSESSION
Morocco,3,Noussair MAZRAOUI,2,2,0,1,1,2,0,0,1,50,IN POSSESSION
Morocco,8,Azzedine OUNAHI,2,2,1,0,1,2,0,0,1,50,IN POSSESSION
Morocco,9,Soufiane RAHIMI,2,1,2,0,0,2,0,0,1,50,IN POSSESSION
Morocco,15,Samir EL MOURABET,0,0,0,0,0,0,0,0,1,50,IN POSSESSION
Morocco,16,Gessime YASSINE,3,2,1,1,1,3,0,0,1,50,IN POSSESSION
Haiti,1,Johny PLACIDE,20,6,0,1,19,20,0,0,1,50,IN POSSESSION
Haiti,4,Ricardo ADE,14,10,3,4,7,14,0,0,1,50,IN POSSESSION
Haiti,5,Hannes DELCROIX,7,5,4,3,0,7,0,0,1,50,IN POSSESSION
Haiti,8,Martin EXPERIENCE,8,5,2,4,2,6,0,2,1,50,IN POSSESSION
Haiti,10,Jean-Ricner BELLEGARDE,8,7,5,0,3,6,0,2,1,50,IN POSSESSION
Haiti,15,Ruben PROVIDENCE,2,2,1,1,0,1,0,1,1,50,IN POSSESSION
Haiti,16,Lenny JOSEPH,2,0,2,0,0,2,0,0,1,50,IN POSSESSION
Haiti,17,Danley JEAN JACQUES,1,1,0,0,1,1,0,0,1,50,IN POSSESSION
Haiti,18,Wilson ISIDOR,2,2,1,0,1,2,0,0,1,50,IN POSSESSION
Haiti,21,Josue CASIMIR,5,3,1,2,2,4,0,1,1,50,IN POSSESSION
Haiti,22,Jean-Kevin DUVERNE,9,6,1,2,6,7,0,2,1,50,IN POSSESSION
Haiti,2,Carlens ARCUS,2,1,0,1,1,2,0,0,1,50,IN POSSESSION
Haiti,9,Duckens NAZON,1,0,1,0,0,1,0,0,1,50,IN POSSESSION
Haiti,11,Louicius DEEDSON,1,0,1,0,0,1,0,0,1,50,IN POSSESSION
Haiti,20,Frantzdy PIERROT,0,0,0,0,0,0,0,0,1,50,IN POSSESSION
Haiti,25,Dominique SIMON,2,1,0,1,1,2,0,0,1,50,IN POSSESSION
Switzerland,1,Gregor KOBEL,9,4,1,2,6,9,0,0,1,51,IN POSSESSION
Switzerland,4,Nico ELVEDI,22,18,3,16,3,19,0,3,1,51,IN POSSESSION
Switzerland,5,Manuel AKANJI,22,18,7,8,7,22,0,0,1,51,IN POSSESSION
Switzerland,7,Breel EMBOLO,5,2,2,2,1,5,0,0,1,51,IN POSSESSION
Switzerland,8,Remo FREULER,11,8,2,5,4,11,0,0,1,51,IN POSSESSION
Switzerland,9,Johan MANZAMBI,4,1,1,1,2,3,0,1,1,51,IN POSSESSION
Switzerland,10,Granit XHAKA,22,19,9,8,5,21,0,1,1,51,IN POSSESSION
Switzerland,13,Ricardo RODRIGUEZ,26,12,2,5,19,26,0,0,1,51,IN POSSESSION
Switzerland,15,Djibril SOW,3,2,0,1,2,3,0,0,1,51,IN POSSESSION
Switzerland,17,Ruben VARGAS,5,3,3,1,1,4,0,1,1,51,IN POSSESSION
Switzerland,25,Luca JAQUEZ,8,4,0,3,5,8,0,0,1,51,IN POSSESSION
Switzerland,3,Silvan WIDMER,4,2,0,2,2,4,0,0,1,51,IN POSSESSION
Switzerland,11,Dan NDOYE,0,0,0,0,0,0,0,0,1,51,IN POSSESSION
Switzerland,16,Christian FASSNACHT,0,0,0,0,0,0,0,0,1,51,IN POSSESSION
Switzerland,20,Michel AEBISCHER,2,2,0,2,0,1,0,1,1,51,IN POSSESSION
Switzerland,26,Cedric ITTEN,0,0,0,0,0,0,0,0,1,51,IN POSSESSION
Canada,16,Maxime CREPEAU,12,4,0,0,12,12,0,0,1,51,IN POSSESSION
Canada,2,Alistair JOHNSTON,23,13,4,6,13,21,2,0,1,51,IN POSSESSION
Canada,4,Luc DE FOUGEROLLES,12,9,1,5,6,12,0,0,1,51,IN POSSESSION
Canada,6,Mathieu CHOINIERE,12,9,2,3,7,10,2,0,1,51,IN POSSESSION
Canada,9,Cyle LARIN,0,0,0,0,0,0,0,0,1,51,IN POSSESSION
Canada,10,Jonathan DAVID,4,3,2,2,0,4,0,0,1,51,IN POSSESSION
Canada,13,Derek CORNELIUS,13,10,1,8,4,13,0,0,1,51,IN POSSESSION
Canada,17,Tajon BUCHANAN,4,2,0,2,2,3,0,1,1,51,IN POSSESSION
Canada,20,Ali AHMED,4,3,2,1,1,4,0,0,1,51,IN POSSESSION
Canada,22,Richie LARYEA,8,4,3,1,4,7,0,1,1,51,IN POSSESSION
Canada,25,Nathan SALIBA,16,15,6,5,5,15,1,0,1,51,IN POSSESSION
Canada,7,Stephen EUSTAQUIO,10,9,3,3,4,9,1,0,1,51,IN POSSESSION
Canada,11,Liam MILLAR,3,2,1,1,1,1,0,2,1,51,IN POSSESSION
Canada,12,Tani OLUWASEYI,1,1,1,0,0,1,0,0,1,51,IN POSSESSION
Canada,14,Jacob SHAFFELBURG,3,3,0,1,2,3,0,0,1,51,IN POSSESSION
Canada,24,Promise DAVID,0,0,0,0,0,0,0,0,1,51,IN POSSESSION
Bosnia and Herzegovina,1,Nikola VASILJ,13,6,0,0,13,13,0,0,1,52,IN POSSESSION
Bosnia and Herzegovina,5,Sead KOLASINAC,13,12,1,9,3,13,0,0,1,52,IN POSSESSION
Bosnia and Herzegovina,10,Ermedin DEMIROVIC,5,4,3,2,0,4,0,1,1,52,IN POSSESSION
Bosnia and Herzegovina,11,Edin DZEKO,3,2,1,2,0,3,0,0,1,52,IN POSSESSION
Bosnia and Herzegovina,13,Ivan BASIC,16,15,8,4,4,14,1,1,1,52,IN POSSESSION
Bosnia and Herzegovina,14,Ivan SUNJIC,7,5,2,3,2,7,0,0,1,52,IN POSSESSION
Bosnia and Herzegovina,18,Nikola KATIC,7,6,0,5,2,6,0,1,1,52,IN POSSESSION
Bosnia and Herzegovina,19,Kerim ALAJBEGOVIC,17,12,3,9,5,13,1,3,1,52,IN POSSESSION
Bosnia and Herzegovina,20,Esmir BAJRAKTAREVIC,4,2,1,1,2,1,2,1,1,52,IN POSSESSION
Bosnia and Herzegovina,21,Stjepan RADELJIC,24,19,7,12,5,24,0,0,1,52,IN POSSESSION
Bosnia and Herzegovina,24,Arjan MALIC,6,4,1,4,1,4,0,2,1,52,IN POSSESSION
Bosnia and Herzegovina,3,Dennis HADZIKADUNIC,4,3,1,1,2,4,0,0,1,52,IN POSSESSION
Bosnia and Herzegovina,6,Benjamin TAHIROVIC,4,4,2,2,0,4,0,0,1,52,IN POSSESSION
Bosnia and Herzegovina,15,Amar MEMIC,2,2,0,2,0,1,0,1,1,52,IN POSSESSION
Bosnia and Herzegovina,17,Dzenis BURNIC,1,1,0,0,1,1,0,0,1,52,IN POSSESSION
Bosnia and Herzegovina,26,Ermin MAHMIC,2,2,1,0,1,2,0,0,1,52,IN POSSESSION
Qatar,1,MAHMOUD ABUNADA,16,5,2,0,14,16,0,0,1,52,IN POSSESSION
Qatar,2,PEDRO MIGUEL,13,8,5,3,5,12,0,1,1,52,IN POSSESSION
Qatar,4,ISSA LAYE,8,6,5,2,1,8,0,0,1,52,IN POSSESSION
Qatar,5,JASSEM GABER,0,0,0,0,0,0,0,0,1,52,IN POSSESSION
Qatar,8,EDMILSON JUNIOR,12,7,0,8,4,8,1,3,1,52,IN POSSESSION
Qatar,10,HASSAN ALHAYDOS,4,2,1,1,2,4,0,0,1,52,IN POSSESSION
Qatar,11,AKRAM AFIF,20,14,9,7,4,16,3,1,1,52,IN POSSESSION
Qatar,12,KARIM BOUDIAF,13,11,6,3,4,13,0,0,1,52,IN POSSESSION
Qatar,16,BOUALEM KHOUKHI,20,15,7,6,7,17,1,2,1,52,IN POSSESSION
Qatar,18,SULTAN ALBRAKE,11,6,0,6,5,11,0,0,1,52,IN POSSESSION
Qatar,20,AHMED FATHY,7,6,2,3,2,7,0,0,1,52,IN POSSESSION
Qatar,6,ABDULAZIZ HATEM,8,5,2,2,4,8,0,0,1,52,IN POSSESSION
Qatar,7,AHMED ALAAELDIN,2,0,0,1,1,2,0,0,1,52,IN POSSESSION
Qatar,17,AHMED ALGANEHI,2,2,1,0,1,2,0,0,1,52,IN POSSESSION
Qatar,19,ALMOEZ ALI,1,1,0,1,0,1,0,0,1,52,IN POSSESSION
Qatar,26,MOHAMED MANAI,4,2,0,0,4,4,0,0,1,52,IN POSSESSION
Czechia,1,Matej KOVAR,14,6,1,1,12,14,0,0,1,53,IN POSSESSION
Czechia,3,Tomas HOLES,7,6,0,5,2,7,0,0,1,53,IN POSSESSION
Czechia,4,Robin HRANAC,9,6,2,4,3,8,1,0,1,53,IN POSSESSION
Czechia,5,Vladimir COUFAL,18,9,3,4,11,14,4,0,1,53,IN POSSESSION
Czechia,7,Ladislav KREJCI,26,22,6,16,4,26,0,0,1,53,IN POSSESSION
Czechia,9,Adam HLOZEK,3,3,2,1,0,2,0,1,1,53,IN POSSESSION
Czechia,12,Lukas CERV,4,3,2,0,2,3,0,1,1,53,IN POSSESSION
Czechia,15,Pavel SULC,3,1,2,1,0,2,0,1,1,53,IN POSSESSION
Czechia,18,Michal SADILEK,11,7,3,2,6,10,1,0,1,53,IN POSSESSION
Czechia,21,David DOUDERA,17,11,6,3,8,15,0,2,1,53,IN POSSESSION
Czechia,26,Denis VISINSKY,2,2,0,2,0,2,0,0,1,53,IN POSSESSION
Czechia,10,Patrik SCHICK,0,0,0,0,0,0,0,0,1,53,IN POSSESSION
Czechia,17,Lukas PROVOD,6,5,0,5,1,6,0,0,1,53,IN POSSESSION
Czechia,19,Tomas CHORY,1,0,0,0,1,1,0,0,1,53,IN POSSESSION
Czechia,22,Tomas SOUCEK,0,0,0,0,0,0,0,0,1,53,IN POSSESSION
Czechia,24,Alexandr SOJKA,1,1,0,0,1,0,1,0,1,53,IN POSSESSION
Mexico,1,Raul RANGEL,10,5,0,0,10,10,0,0,1,53,IN POSSESSION
Mexico,2,Jorge SANCHEZ,11,10,2,6,3,11,0,0,1,53,IN POSSESSION
Mexico,3,Cesar MONTES,6,6,3,2,1,6,0,0,1,53,IN POSSESSION
Mexico,4,Edson ALVAREZ,11,6,4,4,3,11,0,0,1,53,IN POSSESSION
Mexico,7,Luis ROMO,6,4,3,2,1,6,0,0,1,53,IN POSSESSION
Mexico,15,Israel REYES,10,9,6,3,1,10,0,0,1,53,IN POSSESSION
Mexico,16,Julian QUINONES,3,3,2,0,1,2,0,1,1,53,IN POSSESSION
Mexico,19,Gilberto MORA,8,6,5,3,0,7,0,1,1,53,IN POSSESSION
Mexico,20,Mateo CHAVEZ,9,7,2,5,2,7,0,2,1,53,IN POSSESSION
Mexico,22,Guillermo MARTINEZ,0,0,0,0,0,0,0,0,1,53,IN POSSESSION
Mexico,25,Roberto ALVARADO,18,10,5,4,9,15,2,1,1,53,IN POSSESSION
Mexico,13,Guillermo OCHOA,7,3,0,0,7,7,0,0,1,53,IN POSSESSION
Mexico,8,Alvaro FIDALGO,2,1,1,1,0,2,0,0,1,53,IN POSSESSION
Mexico,11,Santiago GIMENEZ,0,0,0,0,0,0,0,0,1,53,IN POSSESSION
Mexico,18,Obed VARGAS,0,0,0,0,0,0,0,0,1,53,IN POSSESSION
Mexico,23,Jesus GALLARDO,1,1,0,0,1,1,0,0,1,53,IN POSSESSION
South Africa,1,Ronwen WILLIAMS,26,7,0,1,25,26,0,0,1,54,IN POSSESSION
South Africa,5,Thalente MBATHA,8,7,2,5,1,8,0,0,1,54,IN POSSESSION
South Africa,6,Aubrey MODIBA,11,7,3,0,8,10,1,0,1,54,IN POSSESSION
South Africa,7,Oswin APPOLLIS,5,4,2,1,2,5,0,0,1,54,IN POSSESSION
South Africa,10,Relebohile MOFOKENG,10,8,5,3,2,10,0,0,1,54,IN POSSESSION
South Africa,12,Thapelo MASEKO,4,2,1,3,0,3,0,1,1,54,IN POSSESSION
South Africa,13,Sphephelo SITHOLE,15,12,11,1,3,15,0,0,1,54,IN POSSESSION
South Africa,14,Mbekezeli MBOKAZI,9,6,3,4,2,9,0,0,1,54,IN POSSESSION
South Africa,17,Evidence MAKGOPA,1,0,0,0,1,1,0,0,1,54,IN POSSESSION
South Africa,20,Khuliso MUDAU,12,9,5,5,2,11,0,1,1,54,IN POSSESSION
South Africa,21,Ime OKON,9,6,3,1,5,9,0,0,1,54,IN POSSESSION
South Africa,8,Tshepang MOREMI,1,0,0,0,1,1,0,0,1,54,IN POSSESSION
South Africa,15,Iqraam RAYNERS,1,1,0,1,0,0,0,1,1,54,IN POSSESSION
South Africa,23,Jayden ADAMS,0,0,0,0,0,0,0,0,1,54,IN POSSESSION
Korea Republic,1,KIM Seunggyu,7,3,2,0,5,7,0,0,1,54,IN POSSESSION
Korea Republic,2,LEE Hanbeom,9,9,0,9,0,9,0,0,1,54,IN POSSESSION
Korea Republic,3,LEE Gihyuk,19,13,4,10,5,16,3,0,1,54,IN POSSESSION
Korea Republic,4,KIM Minjae,13,13,6,5,2,12,0,1,1,54,IN POSSESSION
Korea Republic,6,HWANG Inbeom,19,17,9,5,5,18,1,0,1,54,IN POSSESSION
Korea Republic,8,PAIK Seungho,14,10,2,7,5,14,0,0,1,54,IN POSSESSION
Korea Republic,11,HWANG Heechan,4,2,0,3,1,4,0,0,1,54,IN POSSESSION
Korea Republic,13,LEE Taeseok,2,2,0,2,0,0,0,2,1,54,IN POSSESSION
Korea Republic,18,OH Hyeongyu,1,1,1,0,0,0,0,1,1,54,IN POSSESSION
Korea Republic,19,LEE Kangin,17,11,1,3,13,14,3,0,1,54,IN POSSESSION
Korea Republic,22,SEOL Youngwoo,4,4,0,3,1,4,0,0,1,54,IN POSSESSION
Korea Republic,7,SON Heungmin,3,3,2,1,0,3,0,0,1,54,IN POSSESSION
Korea Republic,9,CHO Guesung,0,0,0,0,0,0,0,0,1,54,IN POSSESSION
Korea Republic,16,PARK Jinseob,5,3,0,3,2,5,0,0,1,54,IN POSSESSION
Korea Republic,23,CASTROP Jens,4,3,0,2,2,2,1,1,1,54,IN POSSESSION
Korea Republic,24,KIM Jingyu,22,20,8,9,5,21,1,0,1,54,IN POSSESSION
Curaçao,1,Eloy ROOM,9,5,1,0,8,9,0,0,1,55,IN POSSESSION
Curaçao,3,Jurien GAARI,6,5,4,1,1,5,0,1,1,55,IN POSSESSION
Curaçao,5,Sherel FLORANUS,19,14,4,9,6,18,0,1,1,55,IN POSSESSION
Curaçao,7,Juninho BACUNA,9,4,3,4,2,6,1,2,1,55,IN POSSESSION
Curaçao,8,Livano COMENENCIA,3,3,2,0,1,3,0,0,1,55,IN POSSESSION
Curaçao,9,Juergen LOCADIA,2,1,2,0,0,2,0,0,1,55,IN POSSESSION
Curaçao,10,Leandro BACUNA,13,10,8,3,2,12,1,0,1,55,IN POSSESSION
Curaçao,18,Armando OBISPO,11,9,3,3,5,11,0,0,1,55,IN POSSESSION
Curaçao,20,Joshua BRENET,12,9,3,3,6,12,0,0,1,55,IN POSSESSION
Curaçao,21,Tahith CHONG,11,10,2,8,1,9,0,2,1,55,IN POSSESSION
Curaçao,24,Deveron FONVILLE,5,5,1,2,2,5,0,0,1,55,IN POSSESSION
Curaçao,2,Shurandy SAMBO,0,0,0,0,0,0,0,0,1,55,IN POSSESSION
Curaçao,11,Jeremy ANTONISSE,5,3,1,0,4,4,1,0,1,55,IN POSSESSION
Curaçao,13,Tyrese NOSLIN,2,0,0,0,2,1,1,0,1,55,IN POSSESSION
Curaçao,17,Brandley KUWAS,1,0,0,0,1,0,1,0,1,55,IN POSSESSION
Curaçao,19,Gervane KASTANEER,0,0,0,0,0,0,0,0,1,55,IN POSSESSION
Côte d'Ivoire,1,Yahia FOFANA,15,9,1,0,14,15,0,0,1,55,IN POSSESSION
Côte d'Ivoire,2,Ousmane DIOMANDE,14,14,2,11,1,14,0,0,1,55,IN POSSESSION
Côte d'Ivoire,7,Odilon KOSSOUNOU,11,8,2,8,1,10,0,1,1,55,IN POSSESSION
Côte d'Ivoire,8,Franck KESSIE,11,4,3,2,6,11,0,0,1,55,IN POSSESSION
Côte d'Ivoire,9,Ange-Yoan BONNY,1,1,1,0,0,1,0,0,1,55,IN POSSESSION
Côte d'Ivoire,11,Yan DIOMANDE,7,3,1,5,1,4,2,1,1,55,IN POSSESSION
Côte d'Ivoire,13,Christopher OPERI,30,24,2,20,8,29,1,0,1,55,IN POSSESSION
Côte d'Ivoire,15,Amad DIALLO,3,3,0,3,0,3,0,0,1,55,IN POSSESSION
Côte d'Ivoire,17,Guela DOUE,20,15,3,10,7,18,0,2,1,55,IN POSSESSION
Côte d'Ivoire,18,Ibrahim SANGARE,26,19,12,10,4,26,0,0,1,55,IN POSSESSION
Côte d'Ivoire,19,Nicolas PEPE,5,4,3,2,0,5,0,0,1,55,IN POSSESSION
Côte d'Ivoire,4,Jean Michael SERI,6,5,5,0,1,6,0,0,1,55,IN POSSESSION
Côte d'Ivoire,12,Elye WAHI,1,1,0,1,0,1,0,0,1,55,IN POSSESSION
Côte d'Ivoire,14,Oumar DIAKITE,3,1,1,2,0,1,0,2,1,55,IN POSSESSION
Côte d'Ivoire,24,Bazoumana TOURE,2,0,0,0,2,1,1,0,1,55,IN POSSESSION
Côte d'Ivoire,26,Christ Inao OULAI,6,5,2,4,0,4,0,2,1,55,IN POSSESSION
Ecuador,1,Hernan GALINDEZ,15,8,1,0,14,15,0,0,1,56,IN POSSESSION
Ecuador,3,Piero HINCAPIE,8,2,1,3,4,5,2,1,1,56,IN POSSESSION
Ecuador,4,Joel ORDONEZ,9,7,2,3,4,9,0,0,1,56,IN POSSESSION
Ecuador,6,Willian PACHO,8,4,1,2,5,8,0,0,1,56,IN POSSESSION
Ecuador,9,John YEBOAH,7,4,3,3,1,5,1,1,1,56,IN POSSESSION
Ecuador,13,Enner VALENCIA,2,1,1,1,0,1,0,1,1,56,IN POSSESSION
Ecuador,15,Pedro VITE,21,17,5,6,10,20,0,1,1,56,IN POSSESSION
Ecuador,19,Gonzalo PLATA,6,0,2,2,2,3,2,1,1,56,IN POSSESSION
Ecuador,20,Nilson ANGULO,6,4,2,3,1,5,0,1,1,56,IN POSSESSION
Ecuador,21,Alan FRANCO,3,2,0,1,2,3,0,0,1,56,IN POSSESSION
Ecuador,23,Moises CAICEDO,13,9,5,2,6,10,1,2,1,56,IN POSSESSION
Ecuador,2,Felix TORRES,0,0,0,0,0,0,0,0,1,56,IN POSSESSION
Ecuador,7,Pervis ESTUPINAN,3,1,0,1,2,3,0,0,1,56,IN POSSESSION
Ecuador,11,Kevin RODRIGUEZ,1,1,1,0,0,1,0,0,1,56,IN POSSESSION
Ecuador,16,Jordy CAICEDO,0,0,0,0,0,0,0,0,1,56,IN POSSESSION
Ecuador,17,Angelo PRECIADO,2,1,0,2,0,2,0,0,1,56,IN POSSESSION
Germany,1,Manuel NEUER,14,7,0,1,13,14,0,0,1,56,IN POSSESSION
Germany,2,Antonio RUEDIGER,6,5,0,5,1,5,0,1,1,56,IN POSSESSION
Germany,4,Jonathan TAH,14,13,6,5,3,14,0,0,1,56,IN POSSESSION
Germany,5,Aleksandar PAVLOVIC,8,8,2,5,1,7,0,1,1,56,IN POSSESSION
Germany,6,Joshua KIMMICH,31,25,3,16,12,30,1,0,1,56,IN POSSESSION
Germany,7,Kai HAVERTZ,0,0,0,0,0,0,0,0,1,56,IN POSSESSION
Germany,10,Jamal MUSIALA,6,5,1,4,1,5,1,0,1,56,IN POSSESSION
Germany,17,Florian WIRTZ,10,9,5,5,0,8,0,2,1,56,IN POSSESSION
Germany,19,Leroy SANE,9,4,2,6,1,9,0,0,1,56,IN POSSESSION
Germany,22,David RAUM,14,8,3,3,8,11,2,1,1,56,IN POSSESSION
Germany,23,Felix NMECHA,7,6,1,5,1,6,0,1,1,56,IN POSSESSION
Germany,13,Pascal GROSS,5,5,5,0,0,5,0,0,1,56,IN POSSESSION
Germany,14,Maximilian BEIER,6,2,1,1,4,6,0,0,1,56,IN POSSESSION
Germany,16,Angelo STILLER,10,8,3,5,2,10,0,0,1,56,IN POSSESSION
Germany,24,Malick THIAW,13,9,5,5,3,13,0,0,1,56,IN POSSESSION
Germany,26,Deniz UNDAV,0,0,0,0,0,0,0,0,1,56,IN POSSESSION
Japan,1,Zion SUZUKI,15,6,2,0,13,15,0,0,1,57,IN POSSESSION
Japan,2,Yukinari SUGAWARA,12,3,2,1,9,11,1,0,1,57,IN POSSESSION
Japan,4,Kou ITAKURA,3,2,1,0,2,3,0,0,1,57,IN POSSESSION
Japan,7,Ao TANAKA,19,16,8,8,3,17,0,2,1,57,IN POSSESSION
Japan,10,Ritsu DOAN,4,3,3,1,0,4,0,0,1,57,IN POSSESSION
Japan,11,Daizen MAEDA,3,3,1,2,0,2,0,1,1,57,IN POSSESSION
Japan,13,Keito NAKAMURA,10,6,1,6,3,10,0,0,1,57,IN POSSESSION
Japan,15,Daichi KAMADA,18,14,4,8,6,17,1,0,1,57,IN POSSESSION
Japan,18,Ayase UEDA,4,2,1,3,0,3,0,1,1,57,IN POSSESSION
Japan,20,Ayumu SEKO,11,6,4,3,4,11,0,0,1,57,IN POSSESSION
Japan,21,Hiroki ITO,14,10,0,7,7,13,1,0,1,57,IN POSSESSION
Japan,3,Shogo TANIGUCHI,5,3,0,3,2,5,0,0,1,57,IN POSSESSION
Japan,5,Yuto NAGATOMO,2,1,2,0,0,2,0,0,1,57,IN POSSESSION
Japan,14,Junya ITO,2,2,2,0,0,1,0,1,1,57,IN POSSESSION
Japan,16,Tsuyoshi WATANABE,2,2,1,1,0,2,0,0,1,57,IN POSSESSION
Japan,19,Koki OGAWA,0,0,0,0,0,0,0,0,1,57,IN POSSESSION
Sweden,1,Jacob WIDELL ZETTERSTROM,25,11,1,2,22,25,0,0,1,57,IN POSSESSION
Sweden,2,Gustaf LAGERBIELKE,18,12,1,8,9,18,0,0,1,57,IN POSSESSION
Sweden,3,Victor LINDELOF,10,9,4,4,2,10,0,0,1,57,IN POSSESSION
Sweden,4,Isak HIEN,0,0,0,0,0,0,0,0,1,57,IN POSSESSION
Sweden,5,Gabriel GUDMUNDSSON,11,9,1,5,5,11,0,0,1,57,IN POSSESSION
Sweden,9,Alexander ISAK,3,3,1,2,0,3,0,0,1,57,IN POSSESSION
Sweden,11,Anthony ELANGA,8,3,0,6,2,5,2,1,1,57,IN POSSESSION
Sweden,17,Viktor GYOKERES,5,2,2,2,1,4,0,1,1,57,IN POSSESSION
Sweden,18,Yasin AYARI,13,5,5,2,6,11,1,1,1,57,IN POSSESSION
Sweden,21,Alexander BERNHARDSSON,6,2,3,1,2,4,0,2,1,57,IN POSSESSION
Sweden,24,Elliot STROUD,6,5,1,4,1,4,0,2,1,57,IN POSSESSION
Sweden,7,Lucas BERGVALL,5,4,2,2,1,4,1,0,1,57,IN POSSESSION
Sweden,8,Daniel SVENSSON,4,3,2,2,0,4,0,0,1,57,IN POSSESSION
Sweden,10,Benjamin NYGREN,5,4,3,1,1,5,0,0,1,57,IN POSSESSION
Sweden,13,Ken SEMA,0,0,0,0,0,0,0,0,1,57,IN POSSESSION
Sweden,15,Carl STARFELT,1,0,1,0,0,1,0,0,1,57,IN POSSESSION
Tunisia,16,Aymen DAHMEN,17,8,0,1,16,17,0,0,1,58,IN POSSESSION
Tunisia,2,Ali ABDI,7,5,1,2,4,7,0,0,1,58,IN POSSESSION
Tunisia,3,Montassar TALBI,7,6,2,4,1,7,0,0,1,58,IN POSSESSION
Tunisia,9,Hazem MASTOURI,1,0,1,0,0,1,0,0,1,58,IN POSSESSION
Tunisia,10,Hannibal MEJBRI,14,11,7,1,6,14,0,0,1,58,IN POSSESSION
Tunisia,11,Ismael GHARBI,2,2,1,1,0,2,0,0,1,58,IN POSSESSION
Tunisia,13,Rani KHEDIRA,2,1,0,0,2,2,0,0,1,58,IN POSSESSION
Tunisia,17,Ellyes SKHIRI,9,8,3,2,4,9,0,0,1,58,IN POSSESSION
Tunisia,20,Yan VALERY,12,5,0,7,5,9,3,0,1,58,IN POSSESSION
Tunisia,21,Mohamed Amine BEN HMIDA,9,6,1,4,4,8,0,1,1,58,IN POSSESSION
Tunisia,25,Anis SLIMANE,4,3,0,3,1,2,0,2,1,58,IN POSSESSION
Tunisia,7,Elias ACHOURI,2,1,0,1,1,2,0,0,1,58,IN POSSESSION
Tunisia,12,Mortadha BEN OUANES,1,0,0,0,1,1,0,0,1,58,IN POSSESSION
Tunisia,15,Mohamed HADJ MAHMOUD,0,0,0,0,0,0,0,0,1,58,IN POSSESSION
Tunisia,19,Firas CHAOUAT,0,0,0,0,0,0,0,0,1,58,IN POSSESSION
Tunisia,26,Sebastian TOUNEKTI,0,0,0,0,0,0,0,0,1,58,IN POSSESSION
Netherlands,1,Bart VERBRUGGEN,0,0,0,0,0,0,0,0,1,58,IN POSSESSION
Netherlands,4,Virgil VAN DIJK,13,11,4,5,4,13,0,0,1,58,IN POSSESSION
Netherlands,5,Nathan AKE,20,16,2,15,3,19,1,0,1,58,IN POSSESSION
Netherlands,6,Jan Paul VAN HECKE,35,33,8,26,1,35,0,0,1,58,IN POSSESSION
Netherlands,8,Ryan GRAVENBERCH,13,9,7,4,2,11,0,2,1,58,IN POSSESSION
Netherlands,11,Cody GAKPO,9,5,1,4,4,8,0,1,1,58,IN POSSESSION
Netherlands,14,Tijjani REIJNDERS,10,6,3,3,4,8,1,1,1,58,IN POSSESSION
Netherlands,18,Donyell MALEN,3,2,0,3,0,2,0,1,1,58,IN POSSESSION
Netherlands,19,Brian BROBBEY,0,0,0,0,0,0,0,0,1,58,IN POSSESSION
Netherlands,21,Frenkie DE JONG,20,15,3,11,6,20,0,0,1,58,IN POSSESSION
Netherlands,22,Denzel DUMFRIES,12,8,0,10,2,8,3,1,1,58,IN POSSESSION
Netherlands,7,Justin KLUIVERT,0,0,0,0,0,0,0,0,1,58,IN POSSESSION
Netherlands,10,Memphis DEPAY,1,1,0,1,0,1,0,0,1,58,IN POSSESSION
Netherlands,17,Noa LANG,3,2,0,3,0,2,0,1,1,58,IN POSSESSION
Netherlands,20,Teun KOOPMEINERS,7,5,1,4,2,6,1,0,1,58,IN POSSESSION
Netherlands,24,Crysencio SUMMERVILLE,3,2,2,1,0,1,0,2,1,58,IN POSSESSION
Türkiye,23,Ugurcan CAKIR,17,6,0,1,16,17,0,0,1,59,IN POSSESSION
Türkiye,2,Zeki CELIK,16,13,1,11,4,14,0,2,1,59,IN POSSESSION
Türkiye,5,Salih OZCAN,19,10,9,3,7,18,1,0,1,59,IN POSSESSION
Türkiye,6,Orkun KOKCU,18,10,5,5,8,17,0,1,1,59,IN POSSESSION
Türkiye,8,Arda GULER,17,10,6,6,5,16,0,1,1,59,IN POSSESSION
Türkiye,11,Kenan YILDIZ,6,4,2,3,1,5,0,1,1,59,IN POSSESSION
