team,jersey,player,lb_attempted,lb_completed,through,around,over,via_pass,via_cross,via_carry,dir_sum_ok,match_number,header
Germany,2,Antonio RUEDIGER,4,2,0,2,2,4,0,0,1,10,IN POSSESSION
Germany,3,Waldemar ANTON,3,3,0,3,0,3,0,0,1,10,IN POSSESSION
Germany,8,Leon GORETZKA,5,5,3,2,0,4,0,1,1,10,IN POSSESSION
Germany,22,David RAUM,4,2,2,1,1,4,0,0,1,10,IN POSSESSION
Germany,26,Deniz UNDAV,4,1,2,1,1,3,1,0,1,10,IN POSSESSION
Curaçao,1,Eloy ROOM,16,4,0,0,16,16,0,0,1,10,IN POSSESSION
Curaçao,5,Sherel FLORANUS,9,5,1,5,3,9,0,0,1,10,IN POSSESSION
Curaçao,7,Juninho BACUNA,16,13,5,6,5,14,1,1,1,10,IN POSSESSION
Curaçao,8,Livano COMENENCIA,8,4,3,4,1,8,0,0,1,10,IN POSSESSION
Curaçao,9,Juergen LOCADIA,0,0,0,0,0,0,0,0,1,10,IN POSSESSION
Curaçao,10,Leandro BACUNA,14,9,3,7,4,13,1,0,1,10,IN POSSESSION
Curaçao,12,Sontje HANSEN,1,0,0,1,0,1,0,0,1,10,IN POSSESSION
Curaçao,18,Armando OBISPO,15,13,2,7,6,15,0,0,1,10,IN POSSESSION
Curaçao,21,Tahith CHONG,6,2,3,2,1,5,0,1,1,10,IN POSSESSION
Curaçao,23,Riechedly BAZOER,11,9,0,5,6,11,0,0,1,10,IN POSSESSION
Curaçao,24,Deveron FONVILLE,10,7,1,5,4,8,0,2,1,10,IN POSSESSION
Curaçao,11,Jeremy ANTONISSE,7,4,1,4,2,6,1,0,1,10,IN POSSESSION
Curaçao,16,Jearl MARGARITHA,0,0,0,0,0,0,0,0,1,10,IN POSSESSION
Curaçao,19,Gervane KASTANEER,2,2,0,1,1,2,0,0,1,10,IN POSSESSION
Argentina,23,Emiliano MARTINEZ,25,10,2,2,21,25,0,0,1,100,IN POSSESSION
Argentina,3,Nicolas TAGLIAFICO,6,3,0,5,1,6,0,0,1,100,IN POSSESSION
Argentina,5,Leandro PAREDES,18,18,6,12,0,18,0,0,1,100,IN POSSESSION
Argentina,6,Lisandro MARTINEZ,19,12,4,8,7,19,0,0,1,100,IN POSSESSION
Argentina,7,Rodrigo DE PAUL,6,5,0,4,2,4,1,1,1,100,IN POSSESSION
Argentina,9,Julian ALVAREZ,8,6,1,5,2,7,0,1,1,100,IN POSSESSION
Argentina,10,Lionel MESSI,20,12,5,6,9,18,1,1,1,100,IN POSSESSION
Argentina,13,Cristian ROMERO,10,9,3,7,0,10,0,0,1,100,IN POSSESSION
Argentina,20,Alexis MAC ALLISTER,5,5,0,4,1,5,0,0,1,100,IN POSSESSION
Argentina,24,Enzo FERNANDEZ,7,6,0,5,2,6,1,0,1,100,IN POSSESSION
Argentina,26,Nahuel MOLINA,11,6,2,5,4,11,0,0,1,100,IN POSSESSION
Argentina,4,Gonzalo MONTIEL,2,1,1,0,1,2,0,0,1,100,IN POSSESSION
Argentina,15,Nico GONZALEZ,2,0,0,2,0,2,0,0,1,100,IN POSSESSION
Argentina,16,Thiago ALMADA,5,5,0,5,0,5,0,0,1,100,IN POSSESSION
Argentina,19,Nicolas OTAMENDI,1,0,0,0,1,1,0,0,1,100,IN POSSESSION
Argentina,21,Jose Manuel LOPEZ,0,0,0,0,0,0,0,0,1,100,IN POSSESSION
Argentina,22,Lautaro MARTINEZ,0,0,0,0,0,0,0,0,1,100,IN POSSESSION
Switzerland,1,Gregor KOBEL,19,5,1,0,18,19,0,0,1,100,IN POSSESSION
Switzerland,4,Nico ELVEDI,17,16,4,13,0,14,0,3,1,100,IN POSSESSION
Switzerland,5,Manuel AKANJI,16,13,4,7,5,15,0,1,1,100,IN POSSESSION
Switzerland,6,Denis ZAKARIA,12,5,4,6,2,10,1,1,1,100,IN POSSESSION
Switzerland,7,Breel EMBOLO,3,3,3,0,0,2,0,1,1,100,IN POSSESSION
Switzerland,8,Remo FREULER,12,12,1,11,0,12,0,0,1,100,IN POSSESSION
Switzerland,10,Granit XHAKA,28,21,5,11,12,26,1,1,1,100,IN POSSESSION
Switzerland,11,Dan NDOYE,4,1,1,2,1,2,0,2,1,100,IN POSSESSION
Switzerland,13,Ricardo RODRIGUEZ,15,14,2,7,6,15,0,0,1,100,IN POSSESSION
Switzerland,15,Djibril SOW,4,3,0,3,1,4,0,0,1,100,IN POSSESSION
Switzerland,22,Fabian RIEDER,5,2,1,1,3,3,2,0,1,100,IN POSSESSION
Switzerland,2,Miro MUHEIM,3,0,0,1,2,1,1,1,1,100,IN POSSESSION
Switzerland,3,Silvan WIDMER,2,0,1,0,1,2,0,0,1,100,IN POSSESSION
Switzerland,14,Ardon JASHARI,2,1,0,1,1,0,1,1,1,100,IN POSSESSION
Switzerland,17,Ruben VARGAS,0,0,0,0,0,0,0,0,1,100,IN POSSESSION
Switzerland,18,Eray COEMERT,1,1,1,0,0,1,0,0,1,100,IN POSSESSION
Switzerland,23,Zeki AMDOUNI,2,2,1,1,0,1,0,1,1,100,IN POSSESSION
Netherlands,1,Bart VERBRUGGEN,11,5,2,0,9,11,0,0,1,11,IN POSSESSION
Netherlands,4,Virgil VAN DIJK,17,14,2,10,5,17,0,0,1,11,IN POSSESSION
Netherlands,6,Jan Paul VAN HECKE,16,11,6,6,4,15,0,1,1,11,IN POSSESSION
Netherlands,8,Ryan GRAVENBERCH,12,9,5,5,2,11,1,0,1,11,IN POSSESSION
Netherlands,11,Cody GAKPO,10,6,3,4,3,9,0,1,1,11,IN POSSESSION
Netherlands,14,Tijjani REIJNDERS,7,4,3,1,3,5,2,0,1,11,IN POSSESSION
Netherlands,15,Micky VAN DE VEN,10,7,2,7,1,10,0,0,1,11,IN POSSESSION
Netherlands,18,Donyell MALEN,1,0,0,1,0,0,1,0,1,11,IN POSSESSION
Netherlands,21,Frenkie DE JONG,15,13,4,8,3,15,0,0,1,11,IN POSSESSION
Netherlands,22,Denzel DUMFRIES,10,8,0,5,5,9,1,0,1,11,IN POSSESSION
Netherlands,24,Crysencio SUMMERVILLE,11,9,4,6,1,9,0,2,1,11,IN POSSESSION
Netherlands,5,Nathan AKE,2,1,0,1,1,2,0,0,1,11,IN POSSESSION
Netherlands,10,Memphis DEPAY,0,0,0,0,0,0,0,0,1,11,IN POSSESSION
Netherlands,19,Brian BROBBEY,0,0,0,0,0,0,0,0,1,11,IN POSSESSION
Netherlands,20,Teun KOOPMEINERS,0,0,0,0,0,0,0,0,1,11,IN POSSESSION
Netherlands,26,Quinten TIMBER,1,1,0,0,1,0,1,0,1,11,IN POSSESSION
Japan,1,Zion SUZUKI,9,1,1,0,8,9,0,0,1,11,IN POSSESSION
Japan,3,Shogo TANIGUCHI,8,8,2,6,0,8,0,0,1,11,IN POSSESSION
Japan,8,Takefusa KUBO,9,6,2,3,4,8,0,1,1,11,IN POSSESSION
Japan,10,Ritsu DOAN,9,5,4,3,2,7,1,1,1,11,IN POSSESSION
Japan,11,Daizen MAEDA,1,0,0,1,0,1,0,0,1,11,IN POSSESSION
Japan,13,Keito NAKAMURA,9,8,1,6,2,8,0,1,1,11,IN POSSESSION
Japan,15,Daichi KAMADA,17,10,2,5,10,17,0,0,1,11,IN POSSESSION
Japan,16,Tsuyoshi WATANABE,7,5,1,2,4,7,0,0,1,11,IN POSSESSION
Japan,18,Ayase UEDA,0,0,0,0,0,0,0,0,1,11,IN POSSESSION
Japan,21,Hiroki ITO,16,12,2,10,4,13,2,1,1,11,IN POSSESSION
Japan,24,Kaishu SANO,6,5,1,4,1,5,0,1,1,11,IN POSSESSION
Japan,2,Yukinari SUGAWARA,6,4,4,0,2,5,1,0,1,11,IN POSSESSION
Japan,14,Junya ITO,4,2,1,1,2,2,1,1,1,11,IN POSSESSION
Japan,19,Koki OGAWA,0,0,0,0,0,0,0,0,1,11,IN POSSESSION
Japan,22,Takehiro TOMIYASU,7,5,0,5,2,6,1,0,1,11,IN POSSESSION
Japan,26,Kento SHIOGAI,1,1,1,0,0,1,0,0,1,11,IN POSSESSION
Sweden,23,Kristoffer NORDFELDT,15,6,0,1,14,15,0,0,1,12,IN POSSESSION
Sweden,2,Gustaf LAGERBIELKE,20,12,1,7,12,20,0,0,1,12,IN POSSESSION
Sweden,3,Victor LINDELOF,20,17,2,14,4,19,0,1,1,12,IN POSSESSION
Sweden,4,Isak HIEN,7,5,2,3,2,7,0,0,1,12,IN POSSESSION
Sweden,5,Gabriel GUDMUNDSSON,7,1,0,1,6,6,1,0,1,12,IN POSSESSION
Sweden,9,Alexander ISAK,4,3,1,2,1,3,1,0,1,12,IN POSSESSION
Sweden,10,Benjamin NYGREN,3,3,0,2,1,3,0,0,1,12,IN POSSESSION
Sweden,16,Jesper KARLSTROM,4,3,0,2,2,3,0,1,1,12,IN POSSESSION
Sweden,17,Viktor GYOKERES,2,2,0,2,0,2,0,0,1,12,IN POSSESSION
Sweden,18,Yasin AYARI,12,5,4,2,6,10,2,0,1,12,IN POSSESSION
Sweden,21,Alexander BERNHARDSSON,8,5,1,4,3,6,0,2,1,12,IN POSSESSION
Sweden,7,Lucas BERGVALL,4,4,3,1,0,4,0,0,1,12,IN POSSESSION
Sweden,8,Daniel SVENSSON,1,0,0,1,0,1,0,0,1,12,IN POSSESSION
Sweden,11,Anthony ELANGA,0,0,0,0,0,0,0,0,1,12,IN POSSESSION
Sweden,19,Mattias SVANBERG,0,0,0,0,0,0,0,0,1,12,IN POSSESSION
Sweden,24,Elliot STROUD,5,5,2,2,1,4,0,1,1,12,IN POSSESSION
Tunisia,1,Mouhib CHAMAKH,9,3,0,0,9,9,0,0,1,12,IN POSSESSION
Tunisia,2,Ali ABDI,5,1,1,1,3,5,0,0,1,12,IN POSSESSION
Tunisia,3,Montassar TALBI,3,2,0,0,3,3,0,0,1,12,IN POSSESSION
Tunisia,4,Omar REKIK,17,13,3,10,4,17,0,0,1,12,IN POSSESSION
Tunisia,8,Elias SAAD,1,1,0,1,0,1,0,0,1,12,IN POSSESSION
Tunisia,10,Hannibal MEJBRI,27,16,6,8,13,23,4,0,1,12,IN POSSESSION
Tunisia,13,Rani KHEDIRA,2,1,1,0,1,2,0,0,1,12,IN POSSESSION
Tunisia,17,Ellyes SKHIRI,14,11,8,4,2,13,0,1,1,12,IN POSSESSION
Tunisia,20,Yan VALERY,4,1,1,2,1,3,0,1,1,12,IN POSSESSION
Tunisia,21,Mohamed Amine BEN HMIDA,25,21,4,11,10,23,0,2,1,12,IN POSSESSION
Tunisia,25,Anis SLIMANE,4,2,1,2,1,4,0,0,1,12,IN POSSESSION
Tunisia,7,Elias ACHOURI,0,0,0,0,0,0,0,0,1,12,IN POSSESSION
Tunisia,11,Ismael GHARBI,1,0,0,0,1,0,1,0,1,12,IN POSSESSION
Tunisia,15,Mohamed HADJ MAHMOUD,4,4,1,1,2,4,0,0,1,12,IN POSSESSION
Tunisia,19,Firas CHAOUAT,0,0,0,0,0,0,0,0,1,12,IN POSSESSION
Tunisia,26,Sebastian TOUNEKTI,0,0,0,0,0,0,0,0,1,12,IN POSSESSION
Saudi Arabia,21,MOHAMMED ALOWAIS,21,4,0,0,21,21,0,0,1,13,IN POSSESSION
Saudi Arabia,4,ABDULELAH ALAMRI,7,4,2,0,5,7,0,0,1,13,IN POSSESSION
Saudi Arabia,5,HASSAN ALTAMBAKTI,8,5,4,3,1,8,0,0,1,13,IN POSSESSION
Saudi Arabia,7,MUSAB ALJUWAYR,4,1,1,0,3,4,0,0,1,13,IN POSSESSION
Saudi Arabia,9,FERAS ALBRIKAN,1,0,1,0,0,1,0,0,1,13,IN POSSESSION
Saudi Arabia,10,SALEM ALDAWSARI,12,9,4,5,3,12,0,0,1,13,IN POSSESSION
Saudi Arabia,12,SAUD ABDULHAMID,11,5,1,3,7,10,0,1,1,13,IN POSSESSION
Saudi Arabia,15,ABDULLAH ALKHAIBARI,5,5,2,2,1,4,0,1,1,13,IN POSSESSION
Saudi Arabia,23,MOHAMED KANNO,12,10,7,5,0,11,0,1,1,13,IN POSSESSION
Saudi Arabia,24,MOTEB ALHARBI,11,6,3,1,7,11,0,0,1,13,IN POSSESSION
Saudi Arabia,26,MOHAMMED ABU ALSHAMAT,5,2,1,1,3,5,0,0,1,13,IN POSSESSION
Saudi Arabia,3,ALI LAJAMI,0,0,0,0,0,0,0,0,1,13,IN POSSESSION
Saudi Arabia,6,NASSER ALDAWSARI,4,3,1,2,1,4,0,0,1,13,IN POSSESSION
Saudi Arabia,13,NAWAF BU WASHL,0,0,0,0,0,0,0,0,1,13,IN POSSESSION
Saudi Arabia,18,ALA ALHAJJI,0,0,0,0,0,0,0,0,1,13,IN POSSESSION
Saudi Arabia,19,ABDULLAH ALHAMDDAN,0,0,0,0,0,0,0,0,1,13,IN POSSESSION
Uruguay,23,Fernando MUSLERA,5,5,0,1,4,5,0,0,1,13,IN POSSESSION
Uruguay,3,Sebastian CACERES,24,18,2,14,8,21,1,2,1,13,IN POSSESSION
Uruguay,5,Manuel UGARTE,11,9,4,4,3,11,0,0,1,13,IN POSSESSION
Uruguay,6,Rodrigo BENTANCUR,18,15,6,10,2,17,0,1,1,13,IN POSSESSION
Uruguay,8,Federico VALVERDE,14,9,3,6,5,11,1,2,1,13,IN POSSESSION
Uruguay,9,Darwin NUNEZ,0,0,0,0,0,0,0,0,1,13,IN POSSESSION
Uruguay,13,Guillermo VARELA,19,18,5,10,4,16,2,1,1,13,IN POSSESSION
Uruguay,16,Mathias OLIVERA,23,22,6,12,5,21,0,2,1,13,IN POSSESSION
Uruguay,17,Matias VINA,10,7,2,7,1,10,0,0,1,13,IN POSSESSION
Uruguay,20,Maxi ARAUJO,5,5,1,3,1,4,0,1,1,13,IN POSSESSION
Uruguay,21,Federico VINAS,0,0,0,0,0,0,0,0,1,13,IN POSSESSION
Uruguay,7,Nicolas DE LA CRUZ,4,4,1,1,2,4,0,0,1,13,IN POSSESSION
Uruguay,14,Agustin CANOBBIO,4,3,1,2,1,2,1,1,1,13,IN POSSESSION
Uruguay,18,Brian RODRIGUEZ,6,3,0,4,2,4,2,0,1,13,IN POSSESSION
Uruguay,19,Rodrigo AGUIRRE,0,0,0,0,0,0,0,0,1,13,IN POSSESSION
Uruguay,25,Juan Manuel SANABRIA,11,10,1,7,3,10,1,0,1,13,IN POSSESSION
Spain,23,Unai SIMON,1,1,0,0,1,1,0,0,1,14,IN POSSESSION
Spain,5,Marcos LLORENTE,13,9,1,10,2,12,0,1,1,14,IN POSSESSION
Spain,7,Ferran TORRES,6,3,2,3,1,4,2,0,1,14,IN POSSESSION
Spain,8,Fabian RUIZ,19,17,1,14,4,17,2,0,1,14,IN POSSESSION
Spain,9,GAVI,3,2,1,0,2,2,1,0,1,14,IN POSSESSION
Spain,14,Aymeric LAPORTE,32,28,6,20,6,29,0,3,1,14,IN POSSESSION
Spain,16,RODRI,31,27,9,10,12,31,0,0,1,14,IN POSSESSION
Spain,20,PEDRI,32,26,11,12,9,29,1,2,1,14,IN POSSESSION
Spain,21,Mikel OYARZABAL,2,2,1,1,0,1,0,1,1,14,IN POSSESSION
Spain,22,Pau CUBARSI,15,14,2,12,1,15,0,0,1,14,IN POSSESSION
Spain,24,Marc CUCURELLA,8,7,0,7,1,8,0,0,1,14,IN POSSESSION
Spain,6,Mikel MERINO,1,1,0,1,0,1,0,0,1,14,IN POSSESSION
Spain,10,Dani OLMO,2,2,0,2,0,2,0,0,1,14,IN POSSESSION
Spain,17,Nico WILLIAMS,2,1,0,2,0,1,0,1,1,14,IN POSSESSION
Spain,19,Lamine YAMAL,7,4,0,4,3,2,2,3,1,14,IN POSSESSION
Cabo Verde,1,VOZINHA,25,14,2,3,20,25,0,0,1,14,IN POSSESSION
Cabo Verde,3,DINEY BORGES,11,8,1,6,4,11,0,0,1,14,IN POSSESSION
Cabo Verde,4,PICO LOPES,17,10,4,9,4,17,0,0,1,14,IN POSSESSION
Cabo Verde,6,KEVIN PINA,4,1,0,1,3,4,0,0,1,14,IN POSSESSION
Cabo Verde,7,JOVANE CABRAL,1,0,0,0,1,1,0,0,1,14,IN POSSESSION
Cabo Verde,10,JAMIRO MONTEIRO,5,0,0,2,3,5,0,0,1,14,IN POSSESSION
Cabo Verde,13,SIDNY LOPES CABRAL,11,8,3,5,3,9,0,2,1,14,IN POSSESSION
Cabo Verde,15,LAROS DUARTE,3,1,2,1,0,3,0,0,1,14,IN POSSESSION
Cabo Verde,19,DAILON LIVRAMENTO,0,0,0,0,0,0,0,0,1,14,IN POSSESSION
Cabo Verde,20,RYAN MENDES,4,3,3,1,0,4,0,0,1,14,IN POSSESSION
Cabo Verde,22,STEVEN MOREIRA,9,4,1,3,5,9,0,0,1,14,IN POSSESSION
Cabo Verde,8,JOAO PAULO,7,4,0,1,6,7,0,0,1,14,IN POSSESSION
Cabo Verde,14,DEROY DUARTE,3,2,1,2,0,3,0,0,1,14,IN POSSESSION
Cabo Verde,17,WILLY SEMEDO,2,0,0,0,2,2,0,0,1,14,IN POSSESSION
Cabo Verde,18,TELMO ARCANJO,1,1,0,1,0,1,0,0,1,14,IN POSSESSION
Cabo Verde,21,NUNO DA COSTA,3,1,0,1,2,3,0,0,1,14,IN POSSESSION
IR Iran,1,Alireza BEIRANVAND,6,4,0,3,3,6,0,0,1,15,IN POSSESSION
IR Iran,4,Shoja KHALILZADEH,11,4,2,2,7,11,0,0,1,15,IN POSSESSION
IR Iran,5,Milad MOHAMMADI,15,8,0,4,11,14,0,1,1,15,IN POSSESSION
IR Iran,6,Saeid EZATOLAHI,14,11,4,5,5,12,0,2,1,15,IN POSSESSION
IR Iran,8,Mohammad MOHEBBI,5,2,0,1,4,5,0,0,1,15,IN POSSESSION
IR Iran,9,Mehdi TAREMI,2,1,0,0,2,1,1,0,1,15,IN POSSESSION
IR Iran,14,Saman GHODDOS,10,6,2,2,6,9,0,1,1,15,IN POSSESSION
IR Iran,17,Arya YOUSEFI,3,2,1,1,1,3,0,0,1,15,IN POSSESSION
IR Iran,19,Ali NEMATI,10,6,1,3,6,10,0,0,1,15,IN POSSESSION
IR Iran,20,Shahriyar MOGHANLOO,3,1,1,1,1,3,0,0,1,15,IN POSSESSION
IR Iran,23,Ramin REZAEIAN,30,21,5,9,16,25,2,3,1,15,IN POSSESSION
IR Iran,3,Ehsan HAJISAFI,2,2,0,2,0,1,0,1,1,15,IN POSSESSION
IR Iran,10,Mehdi GHAYEDI,2,2,0,1,1,2,0,0,1,15,IN POSSESSION
IR Iran,11,Ali ALIPOUR,2,2,0,1,1,1,0,1,1,15,IN POSSESSION
IR Iran,18,Amirhossein HOSSEINZADEH,3,3,1,2,0,2,0,1,1,15,IN POSSESSION
New Zealand,1,Max CROCOMBE,13,8,1,0,12,13,0,0,1,15,IN POSSESSION
New Zealand,2,Tim PAYNE,10,9,2,5,3,9,1,0,1,15,IN POSSESSION
New Zealand,5,Michael BOXALL,12,11,2,6,4,11,1,0,1,15,IN POSSESSION
New Zealand,6,Joe BELL,13,10,5,6,2,12,0,1,1,15,IN POSSESSION
New Zealand,8,Marko STAMENIC,15,12,7,4,4,15,0,0,1,15,IN POSSESSION
New Zealand,9,Chris WOOD,3,1,2,0,1,2,0,1,1,15,IN POSSESSION
New Zealand,10,Sarpreet SINGH,12,4,5,1,6,9,2,1,1,15,IN POSSESSION
New Zealand,11,Elijah JUST,9,8,4,2,3,9,0,0,1,15,IN POSSESSION
New Zealand,13,Liberato CACACE,5,5,1,0,4,5,0,0,1,15,IN POSSESSION
New Zealand,16,Finn SURMAN,13,11,4,7,2,13,0,0,1,15,IN POSSESSION
New Zealand,20,Callum McCOWATT,7,6,5,0,2,7,0,0,1,15,IN POSSESSION
New Zealand,4,Tyler BINDON,0,0,0,0,0,0,0,0,1,15,IN POSSESSION
New Zealand,19,Ben OLD,2,2,0,1,1,2,0,0,1,15,IN POSSESSION
New Zealand,21,Jesse RANDALL,0,0,0,0,0,0,0,0,1,15,IN POSSESSION
New Zealand,23,Ryan THOMAS,1,1,0,1,0,1,0,0,1,15,IN POSSESSION
New Zealand,24,Callan ELLIOT,3,1,0,0,3,3,0,0,1,15,IN POSSESSION
Belgium,1,Thibaut COURTOIS,6,4,1,0,5,6,0,0,1,16,IN POSSESSION
Belgium,4,Brandon MECHELE,15,13,3,8,4,15,0,0,1,16,IN POSSESSION
Belgium,7,Kevin DE BRUYNE,15,7,8,2,5,14,1,0,1,16,IN POSSESSION
Belgium,8,Youri TIELEMANS,18,12,3,7,8,15,2,1,1,16,IN POSSESSION
Belgium,10,Leandro TROSSARD,11,9,2,5,4,9,1,1,1,16,IN POSSESSION
Belgium,11,Jeremy DOKU,7,6,2,5,0,2,0,5,1,16,IN POSSESSION
Belgium,15,Thomas MEUNIER,11,8,0,5,6,9,0,2,1,16,IN POSSESSION
Belgium,17,Charles DE KETELAERE,6,6,1,2,3,5,0,1,1,16,IN POSSESSION
Belgium,21,Timothy CASTAGNE,13,10,0,4,9,12,1,0,1,16,IN POSSESSION
Belgium,24,Amadou ONANA,9,7,5,3,1,8,0,1,1,16,IN POSSESSION
Belgium,25,Nathan NGOY,14,13,4,6,4,14,0,0,1,16,IN POSSESSION
Belgium,5,Maxim DE CUYPER,2,0,0,0,2,2,0,0,1,16,IN POSSESSION
Belgium,9,Romelu LUKAKU,1,1,1,0,0,1,0,0,1,16,IN POSSESSION
Belgium,20,Hans VANAKEN,1,1,0,1,0,1,0,0,1,16,IN POSSESSION
Belgium,23,Nicolas RASKIN,14,9,2,4,8,13,1,0,1,16,IN POSSESSION
Belgium,26,Matias FERNANDEZPARDO,0,0,0,0,0,0,0,0,1,16,IN POSSESSION
Egypt,23,MOSTAFA SHOUBIR,14,6,1,0,13,14,0,0,1,16,IN POSSESSION
Egypt,2,YASSER IBRAHIM,7,5,1,1,5,7,0,0,1,16,IN POSSESSION
Egypt,3,MOHAMED HANY,10,7,4,5,1,9,0,1,1,16,IN POSSESSION
Egypt,8,EMAM ASHOUR,7,4,2,4,1,6,0,1,1,16,IN POSSESSION
Egypt,10,MOHAMED SALAH,5,5,3,0,2,5,0,0,1,16,IN POSSESSION
Egypt,11,MOSTAFA ZICO,6,4,2,2,2,5,0,1,1,16,IN POSSESSION
Egypt,13,AHMED FATOUH,21,15,6,6,9,20,1,0,1,16,IN POSSESSION
Egypt,14,HAMDY FATHY,8,3,1,3,4,7,1,0,1,16,IN POSSESSION
Egypt,17,MOHANAD LASHIN,7,4,1,1,5,6,1,0,1,16,IN POSSESSION
Egypt,19,MARAWAN ATTIA,22,14,9,6,7,21,1,0,1,16,IN POSSESSION
Egypt,22,OMAR MARMOUSH,4,3,2,2,0,2,0,2,1,16,IN POSSESSION
Egypt,5,RAMY RABIA,6,4,3,1,2,5,0,1,1,16,IN POSSESSION
Egypt,9,HAMZA ABDELKARIM,1,0,0,0,1,0,1,0,1,16,IN POSSESSION
Egypt,15,KARIM HAFEZ,0,0,0,0,0,0,0,0,1,16,IN POSSESSION
Egypt,20,IBRAHIM ADEL,3,3,1,2,0,3,0,0,1,16,IN POSSESSION
Egypt,25,ZIZO,2,1,0,1,1,2,0,0,1,16,IN POSSESSION
France,16,Mike MAIGNAN,18,9,0,4,14,18,0,0,1,17,IN POSSESSION
France,4,Dayot UPAMECANO,25,21,3,17,5,25,0,0,1,17,IN POSSESSION
France,5,Jules KOUNDE,13,6,2,5,6,13,0,0,1,17,IN POSSESSION
France,7,Ousmane DEMBELE,9,6,4,3,2,7,1,1,1,17,IN POSSESSION
France,8,Aurelien TCHOUAMENI,12,12,6,6,0,12,0,0,1,17,IN POSSESSION
France,10,Kylian MBAPPE,3,2,0,3,0,1,0,2,1,17,IN POSSESSION
France,11,Michael OLISE,24,19,6,13,5,22,0,2,1,17,IN POSSESSION
France,14,Adrien RABIOT,15,14,5,8,2,15,0,0,1,17,IN POSSESSION
France,17,William SALIBA,8,8,2,4,2,8,0,0,1,17,IN POSSESSION
France,19,Theo HERNANDEZ,17,14,4,12,1,15,0,2,1,17,IN POSSESSION
France,20,Desire DOUE,9,5,4,4,1,9,0,0,1,17,IN POSSESSION
France,12,Bradley BARCOLA,3,2,1,2,0,1,0,2,1,17,IN POSSESSION
France,24,Rayan CHERKI,0,0,0,0,0,0,0,0,1,17,IN POSSESSION
Senegal,16,Edouard MENDY,16,10,4,2,10,16,0,0,1,17,IN POSSESSION
Senegal,3,Kalidou KOULIBALY,13,9,2,3,8,13,0,0,1,17,IN POSSESSION
Senegal,5,Idrissa Gana GUEYE,16,12,9,6,1,16,0,0,1,17,IN POSSESSION
Senegal,8,Lamine CAMARA,2,1,2,0,0,2,0,0,1,17,IN POSSESSION
Senegal,10,Sadio MANE,6,6,4,2,0,6,0,0,1,17,IN POSSESSION
Senegal,11,Nicolas JACKSON,2,1,1,0,1,2,0,0,1,17,IN POSSESSION
Senegal,15,Krepin DIATTA,20,15,5,10,5,18,0,2,1,17,IN POSSESSION
Senegal,18,Ismaila SARR,5,3,4,1,0,3,0,2,1,17,IN POSSESSION
Senegal,19,Moussa NIAKHATE,20,16,4,9,7,20,0,0,1,17,IN POSSESSION
Senegal,25,El Hadji Malick DIOUF,12,8,1,8,3,11,0,1,1,17,IN POSSESSION
Senegal,26,Pape GUEYE,21,14,8,4,9,21,0,0,1,17,IN POSSESSION
Senegal,6,Pathe CISS,3,2,1,0,2,3,0,0,1,17,IN POSSESSION
Senegal,9,Bamba DIENG,1,1,0,1,0,1,0,0,1,17,IN POSSESSION
Senegal,13,Iliman NDIAYE,3,2,1,2,0,3,0,0,1,17,IN POSSESSION
Senegal,20,Ibrahim MBAYE,1,1,0,1,0,1,0,0,1,17,IN POSSESSION
Senegal,21,Habib DIARRA,2,0,0,2,0,1,0,1,1,17,IN POSSESSION
Iraq,12,JALAL HASSAN,16,10,4,0,12,16,0,0,1,18,IN POSSESSION
Iraq,3,HUSSEIN ALI,2,1,0,2,0,1,0,1,1,18,IN POSSESSION
Iraq,4,ZAID TAHSEEN,12,8,3,0,9,12,0,0,1,18,IN POSSESSION
Iraq,5,AKAM HASHIM,14,7,2,4,8,14,0,0,1,18,IN POSSESSION
Iraq,8,IBRAHIM BAYESH,9,6,2,4,3,7,0,2,1,18,IN POSSESSION
Iraq,9,ALI ALHAMADI,2,2,1,1,0,2,0,0,1,18,IN POSSESSION
Iraq,16,AMIR ALAMMARI,18,12,5,7,6,18,0,0,1,18,IN POSSESSION
Iraq,17,ALI JASIM,5,5,1,3,1,5,0,0,1,18,IN POSSESSION
Iraq,18,AYMEN HUSSEIN,1,1,0,0,1,1,0,0,1,18,IN POSSESSION
Iraq,23,MERCHAS DOSKI,17,11,3,7,7,15,2,0,1,18,IN POSSESSION
Iraq,24,ZAID ISMAEL,6,4,3,2,1,6,0,0,1,18,IN POSSESSION
Iraq,10,MOHANAD ALI,0,0,0,0,0,0,0,0,1,18,IN POSSESSION
Iraq,11,AHMED QASEM,0,0,0,0,0,0,0,0,1,18,IN POSSESSION
Iraq,14,ZIDANE IQBAL,5,3,1,2,2,4,0,1,1,18,IN POSSESSION
Iraq,21,MARKO FARJI,2,0,1,0,1,1,0,1,1,18,IN POSSESSION
Iraq,25,MUSTAFA SAADOON,0,0,0,0,0,0,0,0,1,18,IN POSSESSION
Norway,1,Orjan NYLAND,14,10,1,0,13,14,0,0,1,18,IN POSSESSION
Norway,3,Kristoffer AJER,12,10,3,7,2,11,0,1,1,18,IN POSSESSION
Norway,5,David MOLLER WOLFE,16,12,2,11,3,13,1,2,1,18,IN POSSESSION
Norway,7,Alexander SORLOTH,0,0,0,0,0,0,0,0,1,18,IN POSSESSION
Norway,8,Sander BERGE,16,15,6,7,3,16,0,0,1,18,IN POSSESSION
